ACC_X,ACC_Y,ACC_Z,TIME,VOICE
-0.060453594,-0.14185645,9.87668,2016-11-05 09:39:40,-Infinity
-0.05865794,-0.11432313,9.945514,2016-11-05 09:39:41,-Infinity
-0.0011971008,-0.1388637,9.965864,2016-11-05 09:39:42,-Infinity
-0.092775315,-0.09876082,9.967062,2016-11-05 09:39:43,-Infinity
-0.06344634,-0.14065935,9.943718,2016-11-05 09:39:44,-Infinity
-0.037708677,-0.13587095,9.953894,2016-11-05 09:39:45,-Infinity
-0.06943185,-0.13587095,9.929952,2016-11-05 09:39:46,-Infinity
-0.059855044,-0.13347675,9.97185,2016-11-05 09:39:47,53.48145296244367
-0.050876785,-0.12749124,9.937733,2016-11-05 09:39:48,47.83687338046775
-0.04070143,-0.1448492,9.935339,2016-11-05 09:39:49,46.819611281564065
-0.05207389,-0.12988544,9.932944,2016-11-05 09:39:50,64.7024591875521
-0.0796072,-0.1328782,9.935937,2016-11-05 09:39:51,54.97096967032624
-0.05327099,-0.12868834,9.954493,2016-11-05 09:39:52,53.692279905747384
-0.050876785,-0.12749124,9.940127,2016-11-05 09:39:53,54.257190395747884
-0.051475335,-0.12270284,9.92636,2016-11-05 09:39:54,46.39216247393251
-0.06943185,-0.12868834,9.902418,2016-11-05 09:39:55,43.67239992730315
-0.047285482,-0.1316811,9.959281,2016-11-05 09:39:56,28.697797439611175
-0.050278235,-0.11372458,9.966463,2016-11-05 09:39:57,56.40929792151107
-0.050876785,-0.12270284,9.929353,2016-11-05 09:39:58,61.12537326245064
-0.049679685,-0.12330139,9.939528,2016-11-05 09:39:59,60.54998750438774
-0.044292733,-0.12150574,9.937134,2016-11-05 09:40:00,38.26487631822091
-0.060453594,-0.1376666,9.9233675,2016-11-05 09:40:01,41.33878467322968
-0.061650693,-0.13227965,9.937134,2016-11-05 09:40:02,61.82041251411634
-0.061052144,-0.1364695,9.9473095,2016-11-05 09:40:03,67.34594286884682
-0.05925649,-0.12928689,9.942521,2016-11-05 09:40:05,37.33723508138564
-0.07062895,-0.12808979,9.932944,2016-11-05 09:40:06,30.993698263898388
-0.06404489,-0.12808979,9.93893,2016-11-05 09:40:07,44.098067349647806
-0.0664391,-0.1340753,9.945514,2016-11-05 09:40:08,70.7239777583745
-0.02932897,-0.12689269,9.958083,2016-11-05 09:40:09,34.93705451688
-0.0700304,-0.12150574,9.929952,2016-11-05 09:40:10,40.177025347815054
-0.05327099,-0.12689269,9.937134,2016-11-05 09:40:11,64.36988045298727
-0.039504327,-0.1340753,9.943718,2016-11-05 09:40:12,46.30813305570881
-0.049679685,-0.1400608,9.940127,2016-11-05 09:40:13,44.89981625368712
-0.05865794,-0.1412579,9.907805,2016-11-05 09:40:14,42.35622965107943
-0.0676362,-0.13347675,9.9550905,2016-11-05 09:40:15,49.80925608534788
-0.060453594,-0.11671733,9.928156,2016-11-05 09:40:16,51.67746985055733
-0.047285482,-0.1412579,9.930551,2016-11-05 09:40:17,54.895592747743876
-0.06344634,-0.1436521,9.959281,2016-11-05 09:40:18,43.51938098380141
-0.06464344,-0.12210429,9.904214,2016-11-05 09:40:19,49.6509271672663
-0.046088383,-0.12389994,9.917382,2016-11-05 09:40:20,70.83060359104823
-0.051475335,-0.11671733,9.907805,2016-11-05 09:40:21,54.45777813395089
-0.0664391,-0.12270284,9.909601,2016-11-05 09:40:22,51.944071165326164
-0.054468088,-0.12210429,9.932944,2016-11-05 09:40:23,52.36661530274027
-0.076015905,-0.1388637,9.940127,2016-11-05 09:40:24,51.7695358076749
-0.076015905,-0.12270284,9.9233675,2016-11-05 09:40:25,37.596602916764404
-0.0700304,-0.11312603,9.931747,2016-11-05 09:40:26,46.71951923178944
-0.06823475,-0.13227965,9.938332,2016-11-05 09:40:27,44.89018908100669
-0.061052144,-0.11492168,9.964069,2016-11-05 09:40:28,40.43211550700469
-0.049679685,-0.11611878,9.949105,2016-11-05 09:40:29,45.87422110843487
-0.07182605,-0.12928689,9.929353,2016-11-05 09:40:30,48.618566518850244
-0.04369418,-0.1364695,9.919776,2016-11-05 09:40:31,45.50067603766558
-0.089184016,-0.11671733,9.92636,2016-11-05 09:40:32,65.03706080565779
-0.05925649,-0.10295067,9.93893,2016-11-05 09:40:33,51.167848455688755
-0.06344634,-0.11312603,9.96347,2016-11-05 09:40:34,50.27688194866635
-0.05686229,-0.12330139,9.923966,2016-11-05 09:40:36,58.30149144171852
-0.05566519,-0.12868834,9.928755,2016-11-05 09:40:37,52.748608356164056
-0.077811554,-0.13587095,9.925163,2016-11-05 09:40:38,54.543184972095546
-0.051475335,-0.130484,9.958083,2016-11-05 09:40:39,56.614662945678376
