ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,LIGH_1,TIME,VOICE
-0.45968673,0.0,9.653421,-0.0021284502,0.006385351,-0.006385351,0.0,2017-06-12 14:57:35,36.930228844726884
-0.45968673,0.0,9.653421,-0.0042569004,-0.007449576,-0.0010642251,0.0,2017-06-12 14:57:36,47.25094878903988
-0.45968673,0.0,9.653421,-0.0042569004,-0.011706477,-0.0031926755,0.0,2017-06-12 14:57:37,46.17355005589333
-0.45968673,0.15322891,9.653421,-0.0031926755,-0.006385351,0.0010642251,0.0,2017-06-12 14:57:38,16.943675148699292
-0.45968673,0.0,9.653421,0.0010642251,-0.005321126,-0.0021284502,0.0,2017-06-12 14:57:39,47.23775357363288
-0.45968673,0.0,9.80665,-0.0,0.0031926755,-0.0021284502,0.0,2017-06-12 14:57:40,40.684397446242784
-0.30645782,0.15322891,9.653421,0.0010642251,0.0021284502,-0.005321126,0.0,2017-06-12 14:57:42,27.607961727462758
-0.45968673,0.15322891,9.80665,-0.0010642251,-0.008513801,-0.0031926755,0.0,2017-06-12 14:57:43,16.30893788104374
-0.45968673,0.0,9.653421,-0.0042569004,-0.008513801,-0.0031926755,0.0,2017-06-12 14:57:44,16.287932317604024
-0.45968673,0.15322891,9.653421,-0.005321126,-0.005321126,-0.0021284502,0.0,2017-06-12 14:57:45,25.1924537300765
-0.45968673,0.15322891,9.80665,-0.0042569004,-0.007449576,-0.0042569004,0.0,2017-06-12 14:57:46,19.599849173798965
-0.45968673,0.15322891,9.80665,-0.0021284502,0.0021284502,0.0010642251,0.0,2017-06-12 14:57:47,29.172187735569615
-0.45968673,0.15322891,9.80665,-0.0,-0.010642252,-0.0,0.0,2017-06-12 14:57:48,42.58250808587108
-0.45968673,0.15322891,9.80665,0.0021284502,-0.009578027,-0.0,0.0,2017-06-12 14:57:49,50.15139687865919
-0.45968673,0.15322891,9.80665,-0.006385351,-0.0010642251,-0.0042569004,0.0,2017-06-12 14:57:50,34.82361366570571
-0.45968673,0.0,9.653421,0.0010642251,-0.008513801,-0.0031926755,0.0,2017-06-12 14:57:51,47.22256406907866
-0.45968673,0.0,9.653421,-0.0042569004,-0.0031926755,-0.0042569004,0.0,2017-06-12 14:57:52,11.880491668338111
-0.45968673,0.15322891,9.653421,-0.005321126,-0.007449576,-0.006385351,0.0,2017-06-12 14:57:53,30.852749654731923
-0.45968673,0.15322891,9.653421,-0.0042569004,-0.008513801,-0.005321126,0.0,2017-06-12 14:57:54,45.041551933254254
-0.45968673,0.0,9.653421,0.0010642251,-0.008513801,-0.006385351,0.0,2017-06-12 14:57:55,45.84702944029023
-0.45968673,0.15322891,9.653421,0.0021284502,-0.0021284502,-0.005321126,0.0,2017-06-12 14:57:56,29.8621731927798
-0.45968673,0.15322891,9.653421,0.0010642251,-0.006385351,-0.0010642251,0.0,2017-06-12 14:57:57,22.28715740792577
-0.30645782,0.15322891,9.653421,-0.0,0.0021284502,-0.0021284502,0.0,2017-06-12 14:57:58,41.4125348647676
-0.45968673,0.15322891,9.653421,0.0010642251,0.0031926755,-0.005321126,0.0,2017-06-12 14:57:59,50.32729292791504
-0.45968673,0.0,9.653421,0.0021284502,-0.006385351,-0.0031926755,0.0,2017-06-12 14:58:00,37.20662586470076
-0.30645782,0.0,9.653421,-0.0042569004,0.0010642251,-0.0031926755,0.0,2017-06-12 14:58:01,32.48157761428856
-0.30645782,0.15322891,9.653421,-0.0021284502,-0.0031926755,-0.0021284502,0.0,2017-06-12 14:58:02,43.73077438880759
-0.45968673,0.0,9.80665,-0.0021284502,-0.007449576,-0.0021284502,0.0,2017-06-12 14:58:03,36.510560033764726
-0.45968673,0.0,9.653421,-0.005321126,-0.006385351,-0.005321126,0.0,2017-06-12 14:58:04,12.653092731942682
-0.30645782,0.15322891,9.653421,-0.0,-0.0021284502,-0.006385351,0.0,2017-06-12 14:58:05,36.99475662918469
-0.45968673,0.0,9.653421,-0.0031926755,-0.010642252,-0.0021284502,0.0,2017-06-12 14:58:06,40.88248857676483
-0.45968673,0.15322891,9.653421,-0.0042569004,-0.0010642251,-0.0010642251,0.0,2017-06-12 14:58:07,13.986632302911335
-0.45968673,0.15322891,9.80665,-0.0010642251,-0.008513801,-0.0010642251,0.0,2017-06-12 14:58:08,11.222158782728267
-0.45968673,0.0,9.653421,-0.006385351,0.0021284502,-0.0042569004,0.0,2017-06-12 14:58:09,33.807654428007304
-0.45968673,0.15322891,9.80665,-0.006385351,-0.011706477,-0.0031926755,0.0,2017-06-12 14:58:11,37.53029146296143
-0.45968673,0.0,9.653421,-0.0031926755,-0.006385351,-0.0042569004,0.0,2017-06-12 14:58:12,40.3596702024162
-0.45968673,0.0,9.653421,-0.005321126,-0.0042569004,-0.0010642251,0.0,2017-06-12 14:58:13,13.234669591687492
-0.45968673,0.0,9.653421,-0.0021284502,-0.009578027,-0.0042569004,0.0,2017-06-12 14:58:14,27.446922070364504
-0.45968673,0.15322891,9.653421,-0.0042569004,0.0,-0.0031926755,0.0,2017-06-12 14:58:15,44.66955742560111
-0.45968673,0.0,9.653421,-0.0031926755,0.0042569004,-0.0042569004,0.0,2017-06-12 14:58:16,43.70876853905982
-0.30645782,0.15322891,9.653421,-0.0021284502,-0.0010642251,-0.0021284502,0.0,2017-06-12 14:58:17,43.104588911136204
-0.30645782,0.15322891,9.653421,-0.0021284502,0.0,-0.0021284502,0.0,2017-06-12 14:58:18,48.200149334289115
-0.45968673,0.0,9.653421,-0.0010642251,-0.005321126,-0.0021284502,0.0,2017-06-12 14:58:19,48.441966291860794
-0.30645782,-0.15322891,9.653421,0.0010642251,-0.014899152,-0.005321126,0.0,2017-06-12 14:58:20,46.78241811421012
-0.45968673,0.15322891,9.80665,-0.0021284502,-0.008513801,-0.0010642251,0.0,2017-06-12 14:58:21,45.165095104596304
-0.45968673,0.15322891,9.653421,-0.0010642251,-0.007449576,-0.005321126,0.0,2017-06-12 14:58:22,48.86732762787883
-0.45968673,0.15322891,9.653421,-0.0031926755,-0.009578027,-0.006385351,0.0,2017-06-12 14:58:23,41.30787262142174
-0.45968673,0.0,9.653421,0.0042569004,-0.0021284502,-0.0021284502,0.0,2017-06-12 14:58:24,46.91025819697441
-0.45968673,0.0,9.653421,-0.0010642251,-0.007449576,-0.0031926755,0.0,2017-06-12 14:58:25,48.776799894039975
-0.45968673,0.0,9.653421,-0.0010642251,-0.006385351,-0.0042569004,0.0,2017-06-12 14:58:26,48.47407132512899
-0.45968673,0.0,9.653421,-0.005321126,-0.009578027,-0.0042569004,0.0,2017-06-12 14:58:27,42.37788138031712
-0.45968673,0.15322891,9.653421,-0.007449576,-0.0042569004,-0.0042569004,0.0,2017-06-12 14:58:28,16.049456795654507
-0.45968673,0.15322891,9.653421,-0.0010642251,-0.0021284502,-0.0042569004,0.0,2017-06-12 14:58:29,29.135346048417425
-0.45968673,0.15322891,9.653421,-0.0031926755,-0.005321126,-0.006385351,0.0,2017-06-12 14:58:30,36.83798743935522
-0.45968673,0.0,9.653421,-0.0031926755,-0.0021284502,0.0010642251,0.0,2017-06-12 14:58:31,16.272164568137168
-0.45968673,0.0,9.653421,-0.005321126,-0.0031926755,-0.0010642251,0.0,2017-06-12 14:58:32,38.93236255758946
-0.45968673,0.15322891,9.80665,0.0010642251,-0.0042569004,0.0010642251,0.0,2017-06-12 14:58:33,47.261520807798824
-0.45968673,0.0,9.80665,0.0031926755,-0.005321126,-0.005321126,0.0,2017-06-12 14:58:34,46.354578173869086
-0.45968673,0.15322891,9.80665,0.0021284502,-0.005321126,-0.007449576,0.0,2017-06-12 14:58:35,44.106704034732374
-0.45968673,0.15322891,9.80665,-0.0021284502,-0.0042569004,-0.0042569004,0.0,2017-06-12 14:58:36,50.06799987189154
-0.45968673,0.15322891,9.80665,0.0021284502,-0.012770702,0.0021284502,0.0,2017-06-12 14:58:37,51.10545808707605
-0.45968673,0.0,9.653421,-0.0031926755,-0.0010642251,-0.0010642251,0.0,2017-06-12 14:58:38,47.15514748597538
-0.45968673,0.15322891,9.80665,-0.005321126,-0.0042569004,-0.0021284502,0.0,2017-06-12 14:58:39,48.790774368918015
-0.45968673,0.15322891,9.80665,-0.0021284502,-0.006385351,-0.0010642251,0.0,2017-06-12 14:58:40,50.698537529488206
-0.45968673,0.15322891,9.653421,0.0010642251,0.0,-0.0021284502,0.0,2017-06-12 14:58:41,51.94866739383019
-0.30645782,0.15322891,9.653421,-0.0042569004,-0.009578027,-0.0,0.0,2017-06-12 14:58:42,47.17133143800892
-0.45968673,0.0,9.653421,-0.0042569004,-0.009578027,-0.0031926755,0.0,2017-06-12 14:58:43,41.08489971229291
-0.45968673,0.15322891,9.80665,-0.0021284502,-0.010642252,0.0010642251,0.0,2017-06-12 14:58:44,45.70098592053323
-0.30645782,0.15322891,9.653421,-0.006385351,0.0021284502,-0.0,0.0,2017-06-12 14:58:45,46.28695361440094
-0.45968673,0.15322891,9.80665,-0.0031926755,0.0,-0.006385351,0.0,2017-06-12 14:58:46,33.652562681629554
-0.45968673,0.15322891,9.653421,-0.0031926755,-0.0021284502,-0.0031926755,0.0,2017-06-12 14:58:47,47.610267575842194
-0.45968673,0.0,9.653421,-0.0,-0.0031926755,-0.0,0.0,2017-06-12 14:58:48,48.111636108332874
-0.45968673,0.15322891,9.653421,-0.0031926755,-0.006385351,-0.0042569004,0.0,2017-06-12 14:58:49,48.57913278381227
-0.45968673,0.0,9.653421,-0.007449576,-0.0010642251,-0.0031926755,0.0,2017-06-12 14:58:50,47.87447529917515
-0.45968673,0.0,9.653421,-0.005321126,-0.0021284502,-0.006385351,0.0,2017-06-12 14:58:52,16.07901598556746
