ACC_X,ACC_Y,ACC_Z,LIGH_1,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,TIME,VOICE
3.3327289,3.3135753,8.37013,2.0,1.4709975,3.5821512,9.01667,1.2258313,-0.013620348,0.16344418,2017-06-08 19:36:23,58.25571682845734
1.3599066,1.5514427,10.496181,0.0,2.7649305,2.6832085,9.01667,-0.87170225,-0.98066497,0.5448139,2017-06-08 19:36:24,60.62703231345242
3.217807,0.35434186,9.519346,0.0,2.7104492,1.525479,9.302697,0.84446156,-0.91256326,0.08172209,2017-06-08 19:36:25,79.19069041207035
2.2601264,-0.19153613,10.0748005,0.0,2.5742457,0.43585113,9.452521,0.32688835,-0.068101734,0.31326798,2017-06-08 19:36:26,78.53200079187735
3.7541082,-2.9113493,9.021352,0.0,2.8466525,-0.17706451,9.384419,0.87170225,-2.6151068,-0.35412902,2017-06-08 19:36:27,76.38466160937483
2.7868507,-4.817134,8.532935,0.0,3.650253,-2.6423473,8.717022,-0.51757324,-1.9749503,-0.43585113,2017-06-08 19:36:28,81.37628123605131
2.1452048,-2.767697,9.605537,0.0,3.1735408,-4.140586,8.294791,-0.62653595,1.838747,1.1713499,2017-06-08 19:36:29,77.89902238456234
2.9496565,-1.1971009,9.576807,0.0,2.8057916,-2.5197642,9.057531,0.13620347,1.293933,0.53119355,2017-06-08 19:36:30,78.65699361617703
2.8921957,-1.340753,9.56723,0.0,2.8330321,-1.3484143,9.289077,0.027240695,-0.027240695,0.28602728,2017-06-08 19:36:31,82.83170628999721
2.6431987,-1.2737153,9.643845,0.0,2.8466525,-1.2530719,9.302697,-0.27240694,-0.21792556,0.32688835,2017-06-08 19:36:32,80.11613515138023
2.6623523,-1.436521,9.576807,0.0,2.7104492,-1.1168685,9.357179,0.0,-0.040861044,0.36774936,2017-06-08 19:36:33,71.28001001969862
2.834735,-1.3982137,9.56723,0.0,2.6559677,-1.0623871,9.384419,0.14982383,-0.32688835,0.17706451,2017-06-08 19:36:34,78.7114681380208
2.72939,-1.4269443,9.605537,0.0,2.7240696,-1.293933,9.329938,0.013620348,-0.16344418,0.25878662,2017-06-08 19:36:35,83.82481711461284
2.7102363,-1.3982137,9.586384,2.0,2.73769,-1.2666924,9.329938,-0.027240695,-0.095342435,0.25878662,2017-06-08 19:36:36,82.61660685361831
2.7006595,-1.4652514,9.595961,2.0,2.6151068,-1.3211737,9.357179,0.068101734,-0.19068487,0.24516624,2017-06-08 19:36:37,81.67281321794826
2.767697,-1.3694834,9.605537,0.0,2.628727,-1.3620348,9.357179,0.13620347,-0.013620348,0.23154591,2017-06-08 19:36:38,80.6453736864002
2.834735,-1.3311762,9.576807,0.0,2.6559677,-1.375655,9.343558,0.08172209,0.040861044,0.25878662,2017-06-08 19:36:39,75.45928539273648
2.9879637,-1.1683705,9.576807,0.0,2.73769,-1.3075534,9.329938,0.19068487,0.13620347,0.27240694,2017-06-08 19:36:40,78.83908177856893
3.016694,-1.043872,9.605537,0.0,2.8330321,-1.1849703,9.316318,0.14982383,0.12258312,0.29964766,2017-06-08 19:36:41,83.76075051783111
5.4204726,-0.1340753,8.101978,0.0,2.9556153,-1.0896277,9.289077,1.9885707,0.35412902,-0.35412902,2017-06-08 19:36:42,82.67056473095747
6.4547677,7.4986396,-1.5705963,2.0,4.8760843,0.040861044,8.512717,1.6344416,5.9112306,-7.6273947,2017-06-08 19:36:43,82.3371408444472
3.083732,8.063671,-4.711789,2.0,6.6194887,7.1779227,0.8580819,-3.486809,0.8580819,-5.3800373,2017-06-08 19:36:44,84.73119704852749
2.8538885,8.0445175,-4.7500963,2.0,3.214402,8.076866,-4.535576,-0.29964766,-0.040861044,-0.14982383,2017-06-08 19:36:45,84.47949945243998
2.920926,8.0445175,-4.7405195,2.0,2.901134,8.076866,-4.7535014,-0.013620348,-0.027240695,0.040861044,2017-06-08 19:36:46,82.08855421530774
4.2425256,7.9391727,-3.9264908,2.0,3.1054392,8.063246,-4.630918,1.1441091,-0.14982383,0.7627395,2017-06-08 19:36:47,64.09774245944735
3.4380736,-2.930503,8.973468,0.0,5.9657125,7.6273947,-1.56634,-3.0918188,-11.38661,10.61025,2017-06-08 19:36:48,78.47192686799623
2.882619,-1.4556746,9.653421,2.0,4.7943625,-1.293933,8.458236,-1.56634,0.29964766,1.1032481,2017-06-08 19:36:49,78.82589420511846
2.5570073,-0.5363012,9.739613,2.0,3.0373375,-1.607201,9.193734,-0.29964766,1.3075534,0.55843425,2017-06-08 19:36:50,79.38557051234741
2.4708161,-0.7374141,9.787497,2.0,2.5742457,-0.8580819,9.425281,-0.10896278,0.0,0.3405087,2017-06-08 19:36:51,77.9702763909156
2.528277,-0.93852705,9.787497,2.0,2.3563201,-0.7354987,9.493382,0.19068487,-0.24516624,0.25878662,2017-06-08 19:36:52,77.64452992058474
2.6144683,-1.0630256,9.720459,2.0,2.4108014,-0.84446156,9.466142,0.17706451,-0.2043052,0.25878662,2017-06-08 19:36:53,76.34822149168804
2.5953147,-1.1875241,9.710882,2.0,2.4789033,-0.95342433,9.452521,0.13620347,-0.16344418,0.28602728,2017-06-08 19:36:54,57.04091474579378
2.5187001,-1.1971009,9.739613,2.0,2.4925234,-1.0623871,9.425281,0.013620348,-0.12258312,0.29964766,2017-06-08 19:36:55,77.50228490057077
2.566584,-1.4939818,9.643845,2.0,2.465283,-1.1441091,9.425281,0.08172209,-0.3949901,0.24516624,2017-06-08 19:36:56,74.97545148778549
2.585738,-1.532289,9.662998,2.0,2.4789033,-1.293933,9.39804,0.095342435,-0.21792556,0.25878662,2017-06-08 19:36:57,67.5084558171817
2.5953147,-1.7429788,9.576807,0.0,2.4925234,-1.375655,9.384419,0.08172209,-0.14982383,0.24516624,2017-06-08 19:36:58,65.26019448510556
2.6527755,-1.484405,9.653421,0.0,2.5061438,-1.4437568,9.370799,0.12258312,-0.05448139,0.25878662,2017-06-08 19:36:59,76.24279907933087
2.7006595,-1.8195933,9.548077,0.0,2.587866,-1.4982383,9.343558,-0.10896278,-0.3949901,0.31326798,2017-06-08 19:37:00,79.2808950082824
2.7102363,-1.5610195,9.595961,0.0,2.6423473,-1.5390993,9.316318,-0.12258312,-0.027240695,0.31326798,2017-06-08 19:37:02,81.74753342848908
2.030283,-1.388637,9.77792,0.0,2.465283,-1.525479,9.370799,-0.35412902,0.13620347,0.4086104,2017-06-08 19:37:03,80.55128675363693
2.2888567,-1.1779473,9.739613,0.0,2.083913,-1.3620348,9.493382,0.13620347,0.13620347,0.25878662,2017-06-08 19:37:04,82.45462008815296
2.5187001,-0.641646,9.749189,0.0,2.2609777,-0.96704465,9.493382,0.29964766,0.29964766,0.23154591,2017-06-08 19:37:05,70.00034017700897
2.8060043,-1.2641385,9.509769,0.0,2.3971813,-0.8036005,9.479762,0.24516624,-0.3949901,0.12258312,2017-06-08 19:37:06,78.27371037341281
6.8091097,3.0358477,6.157887,0.0,2.5061438,-1.2803127,9.39804,3.0918188,2.1520147,-1.1985906,2017-06-08 19:37:07,79.42920000789081
7.9966335,5.45878,-1.3024458,2.0,6.891896,2.2609777,6.6058683,0.7763598,2.819412,-7.4230895,2017-06-08 19:37:08,82.90613892733278
7.536947,5.305551,-3.5529952,5.0,8.117727,5.393657,-1.0487667,-0.36774936,-0.28602728,-2.165635,2017-06-08 19:37:09,79.37667027137637
7.603985,5.1810527,-3.2561142,5.0,7.7091165,5.339176,-2.860273,-0.095342435,-0.17706451,-0.32688835,2017-06-08 19:37:10,83.31156991184534
7.517793,5.209783,-3.572149,5.0,7.6546354,5.202973,-3.2416425,-0.040861044,-0.027240695,0.0,2017-06-08 19:37:11,81.82381962108984
7.249643,5.2480903,-3.9743748,2.0,7.559293,5.175732,-3.486809,-0.12258312,-0.23154591,-0.3949901,2017-06-08 19:37:12,79.83192861572628
6.8186865,5.439626,-4.5202527,2.0,7.2051635,5.2165933,-4.113345,-0.32688835,0.13620347,-0.3405087,2017-06-08 19:37:13,82.2840360645864
6.8091097,5.353435,-4.5394063,2.0,6.891896,5.366417,-4.4538536,-0.095342435,0.0,-0.095342435,2017-06-08 19:37:14,82.25990489735761
6.8569937,5.363012,-4.4819455,2.0,6.7965536,5.4208984,-4.535576,0.08172209,-0.027240695,0.095342435,2017-06-08 19:37:15,66.90270043524961
7.029376,5.2480903,-4.3478703,2.0,6.864655,5.3800373,-4.4810944,0.095342435,-0.12258312,0.10896278,2017-06-08 19:37:16,77.44110949095025
5.947197,1.8291701,7.833828,2.0,7.8998013,5.3527966,-2.2609777,-1.6753027,-3.0237172,9.847511,2017-06-08 19:37:17,82.59634935249773
5.133168,1.7621324,8.39886,0.0,6.9872384,2.941995,6.2244987,-1.6344416,-0.939804,1.8115062,2017-06-08 19:37:18,75.99173897559895
5.0182467,2.327164,8.389283,0.0,5.366417,2.0158114,7.9542828,-0.10896278,0.53119355,0.17706451,2017-06-08 19:37:19,80.73203912896112
4.912902,2.3558946,8.42759,0.0,5.1212506,2.3018386,8.049625,-0.17706451,-0.027240695,0.3949901,2017-06-08 19:37:20,82.35667808486973
5.6407394,3.3806129,7.4507556,0.0,4.9578066,2.4380422,8.104107,0.61291564,0.8989429,-0.61291564,2017-06-08 19:37:21,78.37411319347025
4.606444,-0.33518824,9.002198,0.0,5.393657,2.9556153,7.641015,-0.58567494,-2.969236,1.3484143,2017-06-08 19:37:22,83.81590190259521
3.4955344,-0.91937345,9.481039,0.0,4.903325,0.667397,8.471856,-1.3892754,-1.6753027,0.96704465,2017-06-08 19:37:23,74.96981201037056
3.6104562,0.038307227,9.452309,0.0,3.6230123,-0.7218784,9.084772,0.013620348,0.7763598,0.38136974,2017-06-08 19:37:24,79.1795065636157
2.9113493,-0.11492168,9.643845,0.0,3.3369853,-0.2043052,9.220975,-0.38136974,0.040861044,0.38136974,2017-06-08 19:37:25,58.80466736986257
1.8483237,-0.7661445,9.892841,0.0,2.9147542,-0.095342435,9.370799,-1.0896277,-0.8036005,0.50395286,2017-06-08 19:37:26,71.7511026533863
2.2601264,-0.40222588,9.80665,0.0,2.192876,-0.4086104,9.561484,0.013620348,-0.040861044,0.29964766,2017-06-08 19:37:27,81.1980112393704
6.4643445,3.4859576,6.6654577,2.0,2.192876,-0.36774936,9.561484,3.4731886,2.8466525,-2.070293,2017-06-08 19:37:28,82.52353909837058
7.632715,6.033388,-0.94810385,2.0,6.6194887,3.0645783,6.565007,1.0215261,2.969236,-7.7091165,2017-06-08 19:37:29,76.93051690986215
7.7093296,5.93762,-0.7086837,5.0,7.9951434,5.6796846,-0.095342435,-0.23154591,0.17706451,-0.43585113,2017-06-08 19:37:30,83.88354228186232
7.6614456,5.995081,-0.7565677,2.0,7.736357,5.979333,-0.6946377,-0.08172209,0.027240695,-0.05448139,2017-06-08 19:37:31,81.97968138640803
7.73806,5.90889,-0.49799395,2.0,7.722737,6.0065737,-0.6810174,0.027240695,-0.10896278,0.13620347,2017-06-08 19:37:32,81.65333961360656
8.0445175,5.410896,0.32561144,5.0,7.736357,6.0065737,-0.55843425,0.2043052,-0.31326798,0.36774936,2017-06-08 19:37:33,82.07337314537978
8.0445175,5.535394,0.15322891,5.0,7.927042,5.761407,-0.05448139,0.12258312,-0.2043052,0.23154591,2017-06-08 19:37:34,81.28181900143326
8.00621,5.602432,0.038307227,5.0,8.076866,5.5571017,0.17706451,-0.10896278,0.095342435,-0.16344418,2017-06-08 19:37:35,84.30032811918622
8.0445175,5.449203,0.095768064,5.0,8.049625,5.597963,0.095342435,0.027240695,-0.12258312,0.0,2017-06-08 19:37:36,82.52107499178472
7.8146744,5.8322754,-0.8619126,2.0,8.049625,5.597963,0.05448139,-0.013620348,-0.095342435,-0.83084124,2017-06-08 19:37:37,79.98737011289472
7.603985,5.985504,-1.1875241,5.0,7.9815235,5.6660643,-0.49033248,-0.38136974,0.3949901,-1.1849703,2017-06-08 19:37:38,84.00348685654026
7.536947,6.1100025,-1.3120226,5.0,7.722737,5.952092,-0.95342433,-0.19068487,0.16344418,-0.29964766,2017-06-08 19:37:39,83.78993840225802
7.5465236,6.1100025,-1.1013328,5.0,7.600154,6.0882955,-1.1304889,-0.027240695,0.0,0.095342435,2017-06-08 19:37:40,82.8440839123695
7.536947,6.1387334,-1.2066777,5.0,7.559293,6.115536,-1.2394516,-0.027240695,0.027240695,0.027240695,2017-06-08 19:37:41,78.74898019637465
7.52737,6.157887,-1.3215994,5.0,7.5456724,6.1563973,-1.1849703,-0.027240695,0.0,-0.10896278,2017-06-08 19:37:42,83.89055488089973
7.479486,6.167464,-1.4652514,5.0,7.532052,6.142777,-1.2394516,-0.040861044,0.027240695,-0.17706451,2017-06-08 19:37:43,79.82877499175272
7.469909,6.205771,-1.532289,5.0,7.518432,6.1563973,-1.3484143,-0.040861044,0.040861044,-0.12258312,2017-06-08 19:37:44,70.08909029170641
7.52737,6.14831,-1.13964,5.0,7.4911914,6.1700177,-1.4165161,0.068101734,-0.08172209,0.24516624,2017-06-08 19:37:46,67.44217889413547
7.2592196,6.493075,-1.388637,5.0,7.518432,6.197258,-1.1304889,-0.16344418,0.14982383,0.05448139,2017-06-08 19:37:47,73.95687002489218
8.2169,5.2289367,1.6663644,5.0,7.43671,6.3198414,-0.96704465,1.2803127,-1.7978858,2.315459,2017-06-08 19:37:48,82.96486160948129
5.535394,7.2209125,4.012682,2.0,7.3277473,6.4560447,0.8853226,-1.9477097,0.7627395,2.4925234,2017-06-08 19:37:49,81.84565117326494
7.3645644,4.8745947,4.357447,2.0,5.9929533,6.8782754,3.5957716,1.375655,-1.9477097,0.95342433,2017-06-08 19:37:50,83.44950537424077
6.6079965,5.0182467,5.439626,2.0,6.7148314,5.393657,4.69902,-0.16344418,-0.28602728,0.6401563,2017-06-08 19:37:51,77.49640032515462
6.540959,4.9703627,5.5258174,2.0,6.592248,5.0395284,5.2165933,-0.040861044,-0.068101734,0.29964766,2017-06-08 19:37:52,63.820458431942164
5.851429,4.903325,6.339846,2.0,6.483285,4.944186,5.448139,-0.4086104,-0.068101734,0.74911916,2017-06-08 19:37:53,83.28432533230168
5.4204726,4.9416323,6.7133417,2.0,5.8703694,4.903325,6.1291566,-0.44947144,0.08172209,0.5448139,2017-06-08 19:37:54,82.35328284266286
5.5258174,4.9224787,6.646304,2.0,5.3800373,4.9169455,6.565007,0.10896278,0.027240695,0.095342435,2017-06-08 19:37:55,80.22785884727216
5.5258174,4.9416323,6.6367273,2.0,5.3800373,4.903325,6.5786276,0.25878662,0.027240695,-0.08172209,2017-06-08 19:37:56,82.51264245288527
5.6120086,4.9224787,6.540959,2.0,5.448139,4.8897047,6.5377665,0.17706451,0.013620348,-0.013620348,2017-06-08 19:37:57,59.840166898366505
5.6407394,4.903325,6.5122285,2.0,5.50262,4.8897047,6.483285,0.12258312,0.040861044,0.027240695,2017-06-08 19:37:58,77.74265677590026
5.659893,4.903325,6.493075,2.0,5.5434813,4.8760843,6.469665,0.16344418,0.0,0.013620348,2017-06-08 19:37:59,83.15556573246134
5.7748146,4.8841715,6.397307,2.0,5.5571017,4.8760843,6.4424243,0.14982383,0.027240695,0.013620348,2017-06-08 19:38:00,80.41800373323514
6.1004257,4.9224787,6.1387334,2.0,5.7069254,4.862464,6.3334613,0.4086104,0.040861044,-0.19068487,2017-06-08 19:38:01,58.85168633224563
6.0716953,4.8937483,6.1866174,2.0,5.979333,4.8488436,6.074675,0.10896278,0.05448139,0.095342435,2017-06-08 19:38:02,68.46052087394911
6.14831,4.903325,6.090849,2.0,5.9929533,4.835223,6.0610547,0.14982383,0.05448139,0.040861044,2017-06-08 19:38:03,82.5084387193936
6.1100025,4.903325,6.1387334,2.0,6.020194,4.835223,6.0474343,0.13620347,0.040861044,0.068101734,2017-06-08 19:38:04,62.93751242464282
6.1004257,4.8745947,6.1387334,2.0,6.020194,4.835223,6.0610547,0.05448139,0.068101734,0.10896278,2017-06-08 19:38:05,78.64213243016864
6.0716953,4.8745947,6.1866174,2.0,6.0065737,4.835223,6.074675,0.068101734,0.040861044,0.095342435,2017-06-08 19:38:06,67.66805833692928
6.090849,4.865018,6.14831,2.0,5.9929533,4.835223,6.074675,0.10896278,0.040861044,0.095342435,2017-06-08 19:38:07,83.29214554713266
6.1100025,4.865018,6.157887,2.0,5.9929533,4.835223,6.074675,0.08172209,0.05448139,0.095342435,2017-06-08 19:38:08,84.86813908104297
6.042965,4.8841715,6.205771,2.0,5.9929533,4.821603,6.0882955,0.068101734,0.068101734,0.08172209,2017-06-08 19:38:09,81.42354008432255
