ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,LIGH_1,TIME,VOICE
0.0,0.0,9.653421,-0.0010642251,-0.0042569004,-0.0021284502,0.0,2017-06-09 08:09:48,35.30058753821461
0.0,0.0,9.653421,0.0010642251,-0.0031926755,-0.0021284502,0.0,2017-06-09 08:09:49,43.25646742634877
-0.15322891,0.0,9.653421,-0.0021284502,-0.005321126,-0.0021284502,0.0,2017-06-09 08:09:50,46.12985156749872
0.0,0.0,9.653421,0.0010642251,-0.0021284502,-0.0021284502,0.0,2017-06-09 08:09:51,15.138831856110928
0.0,0.0,9.653421,-0.0010642251,-0.006385351,-0.0010642251,0.0,2017-06-09 08:09:52,10.076233306792046
0.0,0.0,9.80665,-0.0,-0.005321126,-0.0021284502,0.0,2017-06-09 08:09:53,30.953146733276746
0.0,0.0,9.653421,-0.0010642251,-0.008513801,-0.0031926755,0.0,2017-06-09 08:09:54,16.68366500372487
-0.15322891,0.0,9.653421,-0.0031926755,-0.005321126,-0.0021284502,0.0,2017-06-09 08:09:55,7.65140574846855
0.0,0.0,9.653421,-0.0031926755,-0.007449576,-0.0021284502,0.0,2017-06-09 08:09:56,11.09395724556116
0.0,0.0,9.653421,-0.0021284502,-0.0031926755,-0.0031926755,0.0,2017-06-09 08:09:57,17.162642595224327
0.0,0.0,9.653421,-0.0,-0.0021284502,-0.0031926755,0.0,2017-06-09 08:09:58,20.806941147253063
-0.15322891,0.0,9.653421,-0.0042569004,-0.0042569004,-0.0031926755,0.0,2017-06-09 08:09:59,43.27461918092002
0.0,0.0,9.653421,-0.0,-0.007449576,-0.0010642251,0.0,2017-06-09 08:10:00,31.645393491831317
0.0,0.0,9.653421,-0.0,-0.005321126,-0.0010642251,0.0,2017-06-09 08:10:01,31.481365200649556
0.0,0.0,9.653421,-0.0031926755,-0.0042569004,-0.0031926755,0.0,2017-06-09 08:10:02,41.97508617730768
0.0,0.0,9.653421,-0.0031926755,-0.005321126,-0.0031926755,0.0,2017-06-09 08:10:04,37.23214444364764
0.0,0.0,9.653421,-0.0042569004,-0.0031926755,-0.0042569004,0.0,2017-06-09 08:10:05,25.19527207407584
0.0,0.0,9.653421,-0.0,-0.005321126,-0.0021284502,0.0,2017-06-09 08:10:06,17.18864833052958
-0.15322891,0.0,9.653421,-0.0021284502,-0.009578027,-0.0031926755,0.0,2017-06-09 08:10:07,40.00907089422952
-0.15322891,0.0,9.80665,-0.0010642251,-0.007449576,-0.0021284502,0.0,2017-06-09 08:10:08,30.553655878053483
0.0,0.0,9.80665,-0.0010642251,-0.0031926755,-0.0,0.0,2017-06-09 08:10:09,17.421684903575063
-0.15322891,0.0,9.653421,-0.0,-0.005321126,-0.0021284502,0.0,2017-06-09 08:10:10,9.140344744265121
0.0,0.0,9.653421,-0.0010642251,-0.0042569004,-0.0021284502,0.0,2017-06-09 08:10:11,40.045014862233536
0.0,0.0,9.653421,-0.0,-0.005321126,-0.0021284502,0.0,2017-06-09 08:10:12,41.09422801181758
0.0,0.0,9.653421,-0.0,-0.0042569004,-0.0021284502,0.0,2017-06-09 08:10:13,48.20319639724899
0.0,0.0,9.653421,-0.0010642251,-0.006385351,-0.0031926755,0.0,2017-06-09 08:10:14,52.13065480121688
-0.15322891,0.0,9.653421,-0.0021284502,-0.005321126,-0.0031926755,0.0,2017-06-09 08:10:15,43.74212974213996
0.0,0.0,9.80665,-0.0021284502,-0.005321126,-0.0010642251,0.0,2017-06-09 08:10:16,34.4632127351596
0.0,0.0,9.653421,-0.0021284502,-0.0031926755,-0.0031926755,0.0,2017-06-09 08:10:17,15.077434620971955
0.0,0.0,9.653421,-0.0031926755,-0.005321126,-0.0021284502,0.0,2017-06-09 08:10:18,10.789549920795467
0.0,0.0,9.653421,-0.0021284502,-0.0042569004,-0.0042569004,0.0,2017-06-09 08:10:19,34.486982701848326
0.0,0.0,9.653421,-0.0010642251,-0.0042569004,-0.0021284502,0.0,2017-06-09 08:10:20,31.294958715153456
0.0,0.0,9.653421,-0.0010642251,-0.005321126,-0.0031926755,0.0,2017-06-09 08:10:21,20.04043580152294
0.0,0.0,9.80665,-0.0021284502,-0.0042569004,-0.0010642251,0.0,2017-06-09 08:10:22,45.06366841187652
0.0,0.0,9.653421,0.0010642251,-0.0031926755,0.0010642251,0.0,2017-06-09 08:10:23,47.169534016636845
-0.15322891,0.0,9.653421,-0.0031926755,-0.0031926755,-0.0010642251,0.0,2017-06-09 08:10:24,52.14665619440346
0.0,0.0,9.653421,-0.0,-0.007449576,-0.0,0.0,2017-06-09 08:10:25,44.28789725407104
-0.15322891,0.15322891,9.653421,-0.005321126,-0.0021284502,0.0021284502,0.0,2017-06-09 08:10:26,45.348417582331535
-0.15322891,0.0,9.653421,-0.0010642251,-0.0042569004,-0.0021284502,0.0,2017-06-09 08:10:27,63.91278912497966
0.0,0.0,9.653421,-0.0010642251,-0.007449576,-0.0031926755,0.0,2017-06-09 08:10:28,52.55956452569399
-0.15322891,0.0,9.653421,-0.0,-0.0042569004,-0.0,0.0,2017-06-09 08:10:29,22.967885518535844
0.0,0.0,9.80665,-0.0010642251,-0.0031926755,-0.0021284502,0.0,2017-06-09 08:10:30,46.992302496967994
0.0,0.0,9.653421,-0.005321126,-0.005321126,-0.0042569004,0.0,2017-06-09 08:10:31,29.90032527724295
0.0,0.0,9.653421,-0.0031926755,-0.0031926755,-0.0010642251,0.0,2017-06-09 08:10:32,53.482732229908365
0.0,0.0,9.653421,0.0010642251,-0.0031926755,-0.0,0.0,2017-06-09 08:10:33,28.17796667269309
0.15322891,0.30645782,9.653421,-0.011706477,-0.006385351,-0.011706477,0.0,2017-06-09 08:10:34,34.099651591129444
