ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,LIGH_1,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,HUMI_1,TEMP_2,TIME,VOICE
-1.7004818,0.49320555,-8.2037325,0.014114754,-0.3355583,0.25885928,6.8792,-2.1008868,0.88236165,-9.538198,-0.16642213,0.5254289,0.38875675,0.530911,0.839313,-0.019375,57.810143,30.136343,2017-07-14 10:19:10,-Infinity
-4.574721,1.4119805,-7.7159133,0.007456851,-0.21145499,0.039414786,0.0,-5.1453943,1.0703075,-8.279427,0.6320343,0.28383625,0.5173888,0.339503,0.89695,-0.041897,57.810143,30.136343,2017-07-14 10:19:11,75.10879084997696
-4.923077,1.5035586,-8.859145,-0.17736652,-0.165116,-0.33742252,3.7034,-5.239876,1.3570424,-8.177528,-0.48746347,0.5286474,-0.39069366,0.28376,0.914559,-0.013666,57.810143,30.136343,2017-07-14 10:19:12,55.426588065645575
-4.912902,1.4431051,-8.525752,0.031158986,0.08948222,-0.10226539,4.4422,-4.391909,1.051443,-8.704889,-0.52099276,0.39166212,0.17913723,0.27651,0.931326,-0.012704,58.75823,29.716976,2017-07-14 10:19:13,71.68303880644218
-3.103484,1.5071499,-9.1751795,0.13635385,-0.009321064,-0.0127831735,4.945,-3.9745324,1.9600376,-8.748218,-0.52345705,0.30905724,-0.2848196,0.223997,0.946499,0.052002,58.75823,29.716976,2017-07-14 10:19:14,70.59052862997103
-4.610634,3.4943373,-7.7290816,0.06578008,-0.033822145,0.005060006,0.0,-4.855141,3.3890924,-7.81739,0.21936798,-0.06833458,0.17809105,0.222466,0.921458,0.11591,59.289146,29.504738,2017-07-14 10:19:15,51.282404521090754
-5.2582655,4.595072,-8.715493,0.14008227,0.20453078,0.23062976,7.4252,-4.4229517,3.3285728,-8.0949335,-0.80778027,0.801425,0.45623302,0.227838,0.927802,0.116221,59.289146,29.504738,2017-07-14 10:19:16,48.58609198067137
0.11731588,3.0573955,-9.133281,0.12703279,-0.21198763,0.1371528,6.8296,-0.3850785,3.1613677,-9.275095,-0.24818784,-0.17220688,0.54703236,0.601486,0.781737,0.117376,59.289146,29.504738,2017-07-14 10:19:17,53.76524164867092
