ACC_X,ACC_Y,ACC_Z,LIGH_1,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TIME,VOICEACC_X,ACC_Y,ACC_Z,LIGH_1,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TIME,VOICE
3.8987274,-1.6769409,9.02594,6285.0,3.670888,-1.208655,9.012998,0.1735959,-0.19482231,0.012147903,0.1703914,-0.1069196,0.9509406,2017-04-04 08:31:53,68.78758578692832
4.262726,-0.98724365,9.351639,2461.0,4.502595,0.12153266,8.711042,-0.46788788,-0.91818595,0.87660694,0.22620596,-0.06849324,0.9220357,2017-04-04 08:31:54,72.24003828404591
5.1248474,-0.12512207,8.297928,2851.0,5.672828,-0.7991657,7.959318,0.20116854,-0.1554386,-1.0225744,0.28081676,-0.12381305,0.91590047,2017-04-04 08:31:55,50.25883162201211
5.1823273,-0.9297638,8.604462,2831.0,5.117165,-0.82788444,8.324639,0.042613506,-0.00920409,-0.09226036,0.2591385,-0.09169938,0.94599223,2017-04-04 08:31:57,59.530747244018336
5.2014923,-0.98724365,8.508667,2750.0,5.1657023,-0.6506355,8.31039,-0.22939491,-0.31060076,0.28311062,0.26232213,-0.08645883,0.9432392,2017-04-04 08:31:58,64.70110042171511
4.262726,-0.16343689,9.715637,2396.0,4.901792,-0.59948,8.472511,-0.2363329,0.5079374,0.39044952,0.24569717,-0.08749316,0.9420359,2017-04-04 08:31:59,50.90628498291642
3.8412476,2.0397644,8.470352,2835.0,3.9101183,1.418078,8.880901,-0.35249782,0.55166805,0.18145847,0.21652864,-0.017758919,0.88735676,2017-04-04 08:32:00,46.494642726948534
-0.77589417,3.3616943,9.389954,4289.0,0.33052588,4.425757,8.744931,-0.65905416,-0.37257767,0.6402502,0.20695095,0.10631991,0.50761884,2017-04-04 08:32:01,43.42452352485536
4.4160004,7.653137,-0.53404236,303.0,6.8102694,6.986067,0.9927205,-2.327105,0.7359681,-1.5169725,0.5122251,-0.43244743,0.05301657,2017-04-04 08:32:02,44.14102110936809
-0.5076904,7.499878,3.8531952,85.0,-0.7923736,9.699935,1.2057335,1.7600048,-1.2106619,1.3744963,0.59523493,-0.29020694,-0.38212636,2017-04-04 08:32:03,61.55036903832696
4.3776855,6.7910156,0.883667,65.0,2.881567,9.304999,1.1331142,1.255871,-0.2914858,-0.603753,0.56154424,-0.35622367,-0.19559883,2017-04-04 08:32:04,51.42346935131246
4.3585205,0.2388916,8.144653,2677.0,4.9347796,0.4944095,8.460135,-0.855422,-1.0382676,0.21040058,0.25167653,-0.072883874,0.89559656,2017-04-04 08:32:05,42.918123408964355
