ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,LIGH_1,TIME,VOICE
0.0,0.0,9.653421,-0.0031926755,-0.006385351,-0.0010642251,0.0,2017-06-08 17:58:04,36.12498426172905
0.0,0.0,9.653421,-0.0021284502,-0.0042569004,-0.0010642251,0.0,2017-06-08 17:58:05,39.36728993297574
-0.15322891,0.0,9.653421,-0.0021284502,-0.0031926755,-0.0021284502,0.0,2017-06-08 17:58:06,43.81058683473276
0.0,0.0,9.653421,-0.0031926755,-0.006385351,-0.0021284502,0.0,2017-06-08 17:58:07,11.903900671619663
0.0,0.0,9.653421,-0.0031926755,-0.0042569004,-0.0021284502,0.0,2017-06-08 17:58:08,45.48000969635066
0.0,0.0,9.80665,-0.0,-0.0031926755,-0.0031926755,0.0,2017-06-08 17:58:09,14.809346991545754
-0.15322891,0.0,9.653421,-0.0031926755,-0.0031926755,-0.0031926755,0.0,2017-06-08 17:58:10,50.75200840129067
0.0,0.0,9.80665,-0.0,-0.0031926755,-0.0042569004,0.0,2017-06-08 17:58:11,39.17476844470567
0.0,0.0,9.80665,-0.0021284502,-0.005321126,-0.0021284502,0.0,2017-06-08 17:58:12,12.062635368597906
0.0,0.0,9.653421,-0.0031926755,-0.006385351,-0.0010642251,0.0,2017-06-08 17:58:13,12.622038116494432
0.0,0.0,9.653421,-0.0010642251,-0.006385351,-0.0031926755,0.0,2017-06-08 17:58:14,56.427964312123855
0.0,0.0,9.653421,-0.0021284502,-0.006385351,-0.0,0.0,2017-06-08 17:58:15,51.99885134277142
-0.15322891,0.0,9.653421,-0.0031926755,-0.005321126,-0.0042569004,0.0,2017-06-08 17:58:16,36.11196712100218
0.0,0.0,9.653421,-0.0031926755,-0.006385351,-0.0031926755,0.0,2017-06-08 17:58:17,43.25340572779163
0.0,-0.15322891,9.653421,0.013834927,-0.005321126,0.006385351,0.0,2017-06-08 17:58:18,45.29201585803695
-0.15322891,0.0,9.653421,-0.0,-0.005321126,-0.0010642251,0.0,2017-06-08 17:58:19,53.08124133842924
-0.15322891,0.0,9.653421,-0.0031926755,-0.0031926755,-0.0042569004,0.0,2017-06-08 17:58:20,49.491998900399764
0.0,0.0,9.653421,-0.0042569004,-0.006385351,-0.0042569004,0.0,2017-06-08 17:58:21,47.685257367527015
0.0,0.0,9.653421,-0.0031926755,-0.0010642251,-0.0021284502,0.0,2017-06-08 17:58:22,50.39489899265
