
6.6271505,0.11492168,7.2687964,0.03399227,-0.0016358278,0.031044792,19.0,6.595999,0.14363708,7.2555194,0.037110545,-0.021053946,0.01774619,-0.046651352,-0.3576243,-0.1407534,2016-12-08 22:23:08,NaN
6.588843,0.1436521,7.2687964,-0.08233862,-0.003401099,-0.087504975,19.0,6.601182,0.1272694,7.25111,0.0183065,0.022554414,0.04939621,-0.053626202,-0.35696015,-0.1562982,2016-12-08 22:23:09,NaN
6.588843,0.1436521,7.2209125,0.028174352,-0.032575052,0.023005718,19.0,6.5644016,0.13917905,7.2842054,6.060323E-4,-0.00297558,-0.051801216,-0.048761405,-0.3552903,-0.14650013,2016-12-08 22:23:10,NaN
6.5984197,0.17238252,7.335834,0.045313623,-8.7298726E-4,0.047553185,19.0,6.549859,0.1338181,7.297386,0.015148314,0.029626064,0.07122168,-0.046194464,-0.35468706,-0.13949536,2016-12-08 22:23:11,NaN
6.6271505,0.1340753,7.3549876,0.005174258,0.016739646,0.005176627,19.0,6.6103463,0.14491102,7.2424264,0.022763204,-0.022327892,0.11256157,-0.045174677,-0.35874546,-0.13672997,2016-12-08 22:23:12,NaN
6.646304,0.16280572,7.3071036,-0.068678945,-0.0013045057,-0.075026356,19.0,6.5924125,0.15035555,7.2586417,-1.6418571E-4,-5.3172006E-4,0.096345834,-0.044442862,-0.35768297,-0.13609268,2016-12-08 22:23:13,NaN
6.703765,0.17238252,7.240066,-0.041410174,0.023255488,-0.040084578,19.0,6.6352673,0.17192292,7.2190075,0.011461825,0.0051415977,0.06787811,-0.04383706,-0.36057085,-0.13636383,2016-12-08 22:23:14,NaN
6.6175733,0.19153613,7.2209125,0.0326752,0.008899043,0.032351088,19.0,6.655974,0.18809834,7.1995163,-0.03648497,0.0025865354,0.0056471573,-0.04313186,-0.362031,-0.13623463,2016-12-08 22:23:15,NaN
6.6654577,0.20111294,7.2209125,0.022707643,-0.019644132,0.020823466,19.0,6.6510053,0.19939372,7.2038016,-0.004275479,0.0049114907,0.0013617022,-0.043815594,-0.36164695,-0.13966541,2016-12-08 22:23:16,NaN
6.6750345,0.22026655,7.2113357,0.014732495,0.019039307,0.018716078,19.0,6.6818137,0.21230748,7.1748657,-0.007843505,0.0056180735,0.08477968,-0.04269584,-0.36381418,-0.13774912,2016-12-08 22:23:17,NaN
6.6079965,0.25857377,7.28795,-8.657734E-4,0.022635039,0.0033803184,19.0,6.6512213,0.22207342,7.202939,-0.045353077,0.009472476,0.12480774,-0.044125002,-0.36167014,-0.14356525,2016-12-08 22:23:18,NaN
6.646304,0.22026655,7.3071036,0.11664478,-0.011841085,0.120840475,19.0,6.614997,0.22516194,7.2361255,0.03173273,-0.0072363815,0.06438075,-0.04545855,-0.35915703,-0.14844307,2016-12-08 22:23:19,NaN
6.5984197,0.22984336,7.2304893,0.07414966,-5.0355576E-4,0.076643646,19.0,6.6419954,0.2380883,7.210937,-0.049747434,-0.033783082,0.048708703,-0.044703744,-0.36103478,-0.14750476,2016-12-08 22:23:20,NaN
6.6367273,0.25857377,7.192182,0.016214354,0.0075878315,0.02786119,19.0,6.643338,0.23977275,7.209643,-0.010229393,0.0053935004,-0.0180995,-0.044713173,-0.36112505,-0.14772105,2016-12-08 22:23:21,NaN
6.646304,0.22026655,7.1634517,0.13033888,0.01657373,0.14558586,19.0,6.6480203,0.23453003,7.2054987,-0.00129104,-0.016604476,-0.027575718,-0.043215234,-0.36159956,-0.1430527,2016-12-08 22:23:22,NaN
6.6271505,0.2681506,7.1347213,-0.0069582537,-0.0084664365,-0.016167002,19.0,6.642418,0.24997115,7.2101455,-0.050169747,-0.0048049,-0.045842312,-0.041594252,-0.36146203,-0.14120577,2016-12-08 22:23:23,NaN
6.6271505,0.22984336,7.1730285,-0.064639635,-0.007924341,-0.065531425,19.0,6.640344,0.25883123,7.2117434,-0.034475673,-0.0136649795,-0.020199414,-0.046263263,-0.36078128,-0.15437366,2016-12-08 22:23:24,NaN
6.579266,0.31603462,7.192182,0.07139875,-0.0020402225,0.07782126,19.0,6.635419,0.2709092,7.2158303,-0.01593017,0.015118101,-0.024287015,-0.042921774,-0.36090553,-0.14766625,2016-12-08 22:23:25,NaN
6.6271505,0.2681506,7.1730285,0.025180187,0.019857023,0.029648077,19.0,6.61593,0.2807624,7.233328,-0.023681812,0.0052649057,-0.028164292,-0.04971941,-0.3587909,-0.16697295,2016-12-08 22:23:26,NaN
6.6367273,0.2777274,7.297527,-0.038249724,-0.01448604,-0.043353893,19.0,6.5828185,0.24660668,7.2647147,0.050290707,-0.0014404177,0.049412,-0.042388685,-0.35749942,-0.14445636,2016-12-08 22:23:27,NaN
6.655881,0.2681506,7.249643,-0.03992898,0.026166588,-0.036347177,19.0,6.616685,0.26634163,7.2331834,0.01642439,-0.0075550363,0.08094314,-0.041230347,-0.3598755,-0.14325343,2016-12-08 22:23:28,NaN
6.646304,0.2777274,7.2687964,0.0024473704,0.012922299,0.004214197,19.0,6.6293683,0.2765315,7.221178,0.030982051,0.009495831,0.011226977,-0.041092478,-0.3607407,-0.14394784,2016-12-08 22:23:29,NaN
6.6271505,0.30645782,7.1826053,-0.08077635,-0.027207017,-0.090469256,19.0,6.58774,0.27152985,7.2593627,0.018128596,-0.012743253,-0.09505979,-0.046117626,-0.35741955,-0.15736777,2016-12-08 22:23:30,NaN
6.646304,0.30645782,7.192182,0.0066160923,-0.030128133,0.0014825749,19.0,6.62793,0.29125187,7.2219186,0.046040162,-0.0052245865,-0.08485616,-0.039824158,-0.36083055,-0.14277856,2016-12-08 22:23:31,NaN
6.6271505,0.24899697,7.249643,-0.031154731,0.014967656,-0.020654298,19.0,6.6043706,0.26120502,7.2446146,0.0014980388,-0.01603876,0.028650615,-0.04194795,-0.35898155,-0.14473167,2016-12-08 22:23:32,NaN
6.6175733,0.2777274,7.2592196,0.04143932,-0.025218401,0.044831812,19.0,6.600117,0.26639178,7.248302,-0.007869275,0.019635519,0.011343361,-0.041959554,-0.3587183,-0.1456008,2016-12-08 22:23:33,NaN
6.6079965,0.2681506,7.326257,-0.011868873,-3.4439928E-4,-0.01697542,19.0,6.573708,0.26651466,7.2722583,0.032160446,-0.0077280547,0.0691093,-0.042853735,-0.35690573,-0.14868593,2016-12-08 22:23:34,NaN
6.588843,0.34476504,7.192182,0.042069674,-0.019529192,0.037112772,19.0,6.5977864,0.27814513,7.249983,-0.005538254,0.06236355,-0.03119861,-0.041102976,-0.35869813,-0.14509463,2016-12-08 22:23:35,NaN
6.588843,0.22026655,7.2113357,-0.023022996,-0.00662196,-0.027590524,19.0,6.598914,0.26305473,7.24952,-0.0066663558,-0.017888475,-0.085216954,-0.039819952,-0.35887563,-0.13967699,2016-12-08 22:23:36,NaN
6.5696893,0.23942018,7.201759,-0.16504848,4.9615177E-5,-0.17990719,19.0,6.580981,0.26280951,7.265811,0.011267296,-0.03126361,-0.101508334,-0.041922275,-0.35747617,-0.14555736,2016-12-08 22:23:37,NaN
6.6079965,0.29688102,7.326257,0.054691944,0.025328694,0.06616771,19.0,6.597138,0.26961556,7.2508945,0.035971217,0.0027913908,0.049611516,-0.052259486,-0.35717815,-0.17257668,2016-12-08 22:23:38,NaN
6.6271505,0.2681506,7.3166804,0.035208624,0.0013457733,0.03344982,19.0,6.5793886,0.26594317,7.2671394,0.01285969,-0.007156574,0.04698704,-0.04203045,-0.35736877,-0.14631732,2016-12-08 22:23:39,NaN
6.6271505,0.2777274,7.2783732,0.10030626,0.01719268,0.116945,19.0,6.6174607,0.27196896,7.232264,-0.011592342,-0.02680272,0.041001536,-0.052287772,-0.35850126,-0.1722793,2016-12-08 22:23:40,NaN
6.579266,0.24899697,7.28795,0.02301817,-0.0038628983,0.0244878,19.0,6.587825,0.27465928,7.259168,-0.022817241,-0.029493,0.054958567,-0.041553516,-0.35799268,-0.14605527,2016-12-08 22:23:41,NaN
