ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,LIGH_1,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TIME,VOICE
1.971,1.561,9.563,0.24413647,0.07356077,0.59808105,30.0,-0.12104905,-0.13029611,-0.3800907,0.097882815,-0.10578256,0.028892204,2017-03-13 13:40:53,-1.3756112916714316
2.576,1.832,9.868,-0.25479743,-0.1641791,0.010660981,80.0,-0.21026349,-0.221519,0.20631409,0.10885398,-0.13918701,0.06493091,2017-03-13 13:40:54,32.24646347672157
3.013,2.854,9.595,-0.07356077,-0.0021321962,0.030916844,80.0,0.04926634,-0.0029571056,0.16167164,0.14979154,-0.14559111,0.065700345,2017-03-13 13:40:55,34.060009694106775
3.245,3.055,9.292,-0.0021321962,-0.07462686,0.058635395,80.0,0.0529294,-0.11993313,0.12430668,0.1590286,-0.15663151,0.06853343,2017-03-13 13:40:56,28.998172975106993
3.29,2.996,9.272,0.036247335,-0.0010660981,0.0074626864,80.0,0.058874607,0.007620096,0.049152374,0.16401267,-0.15809716,0.0687883,2017-03-13 13:40:57,23.58802672492516
3.492,3.235,9.271,-0.0074626864,0.029850746,-0.010660981,80.0,0.22751379,0.07495284,0.042099,0.16904984,-0.16087821,0.06750246,2017-03-13 13:40:58,12.98712392135615
3.433,3.339,9.2,-0.008528785,0.01705757,-0.0053304904,80.0,0.17302299,0.012178898,0.13189793,0.1734004,-0.16353445,0.06735192,2017-03-13 13:40:59,12.774346091566766
3.437,3.255,9.235,-0.01705757,0.0074626864,-0.010660981,80.0,0.12163949,0.011081696,-0.14719868,0.1760069,-0.1640788,0.06700274,2017-03-13 13:41:00,27.833549517304675
3.373,3.285,9.093,0.0063965884,0.020255864,-0.0031982942,80.0,0.061463833,-0.025097847,-0.052954674,0.17843527,-0.16298233,0.06743714,2017-03-13 13:41:01,10.311322080404533
3.473,3.302,9.194,-0.0031982942,0.0063965884,-0.0063965884,80.0,0.1095922,0.009253502,0.015415192,0.17821309,-0.16183828,0.06782788,2017-03-13 13:41:02,11.956888941126397
3.372,3.204,9.171,0.030916844,-0.010660981,0.0042643924,80.0,0.092951775,-0.004012108,0.019010544,0.17323668,-0.16194886,0.06816547,2017-03-13 13:41:03,23.28556779958463
3.329,3.282,9.225,0.01705757,0.02238806,-0.012793177,80.0,0.03995657,0.013750076,0.030212402,0.17461182,-0.16091423,0.06899053,2017-03-13 13:41:04,11.586098224825488
3.294,3.195,9.133,0.010660981,-0.014925373,0.0021321962,80.0,0.01652193,-0.09179425,-0.041321754,0.17424287,-0.1592839,0.06930586,2017-03-13 13:41:05,13.564964266469179
3.289,3.196,9.22,0.0021321962,-0.0021321962,0.0,80.0,0.05573392,-0.036072493,0.015236855,0.17287332,-0.15880516,0.06942027,2017-03-13 13:41:06,12.099912290253434
3.298,3.226,9.285,-0.019189766,0.010660981,0.0053304904,80.0,0.094531536,-0.03529167,0.048178673,0.1722511,-0.15707296,0.06972532,2017-03-13 13:41:07,10.20946879592863
3.05,2.965,9.536,-0.08208955,0.06823028,0.008528785,80.0,0.033356667,0.0747807,0.17293262,0.15372755,-0.14317784,0.06920043,2017-03-13 13:41:08,16.825293438426367
2.64,2.072,10.126,0.051172707,0.11727079,0.012793177,80.0,-0.3984244,-0.074340224,0.14819908,0.07787072,-0.14342868,0.046097025,2017-03-13 13:41:09,10.735250394135248
2.352,0.571,9.248,-0.13859275,-0.0053304904,0.1652452,30.0,-0.19196653,-0.38924742,0.18607712,0.05488921,-0.11788281,0.14327696,2017-03-13 13:41:10,32.42902552878018
2.881,0.881,9.188,-0.37420043,0.0063965884,-0.3944563,30.0,0.14210582,0.009944797,-0.44840622,0.049831435,-0.14507695,0.030613964,2017-03-13 13:41:11,44.22558999806527
2.262,0.903,6.01,0.54584223,0.9594883,-1.6972282,10.0,-0.38587928,0.42639458,-3.7753415,0.0029567368,-0.14412153,-0.13370086,2017-03-13 13:41:12,36.2867473986488
0.3,1.758,9.374,0.13006397,0.058635395,0.021321962,30.0,-1.2340447,1.0937591,-0.6865845,0.016817171,-0.09813244,-0.14036568,2017-03-13 13:41:13,48.20646443852648
-0.538,0.237,12.48,-1.2409382,-0.15565032,0.030916844,30.0,-1.454395,0.65946746,-0.44274044,-0.04323676,-0.05325539,-0.10937576,2017-03-13 13:41:14,34.06336723565482
-0.119,0.767,12.081,-0.06396589,-0.15351813,0.023454158,30.0,-0.71082306,0.9251987,2.1619568,-0.03111613,-0.060795378,-0.07866943,2017-03-13 13:41:15,51.427672597322754
2.332,-0.54,10.889,-0.63539445,-0.6695096,-0.041577823,10.0,-1.425391,1.27968,1.0673561,-0.10759721,-0.1867772,-0.042214535,2017-03-13 13:41:16,42.32288476274945
0.621,-2.829,9.906,0.20255864,0.5191898,0.16204691,10.0,-0.14337027,-0.21448946,-0.6149368,-0.15946725,-0.09367499,-0.03123827,2017-03-13 13:41:17,35.05710112357731
