ACC_X,ACC_Y,ACC_Z,LIGH_1,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TIME,VOICE
-0.1603424,9.181888,3.082079,0.0,-0.5956852,9.306301,3.0345201,0.016721904,-0.03657055,0.20363903,0.5058818,0.29894167,0.3663094,2017-05-29 21:10:28,50.329725322294614
7.516736,0.9244415,6.4209156,0.0,4.216892,4.3177447,7.729508,2.7728279,-2.5556982,0.01594019,0.3310498,0.054763068,0.8418862,2017-05-29 21:10:29,56.56242119102551
9.895856,0.4754669,1.9421635,0.0,9.312116,0.943006,2.9267082,0.36384773,-0.1306268,-0.6809683,0.5695481,-0.16246358,0.74862456,2017-05-29 21:10:30,45.019592845278204
9.8495455,0.27603453,2.312732,0.0,9.478565,0.5984634,2.4431589,0.02715683,-0.04354918,-0.027542591,0.57956946,-0.19578561,0.73150456,2017-05-29 21:10:31,53.97970030954713
9.869397,0.264682,2.2421923,0.0,9.520695,0.5426028,2.2874298,0.012799263,0.0018131733,-0.0090277195,0.5840788,-0.20551792,0.724596,2017-05-29 21:10:32,52.02217479715248
9.862775,0.25807494,2.30426,0.0,9.52024,0.53432894,2.291267,-0.005580902,-0.00806731,0.054980278,0.5840099,-0.20520811,0.7252146,2017-05-29 21:10:33,37.280449477149055
9.866559,0.23443907,2.2205567,0.0,9.50692,0.51333165,2.350607,-0.0075588226,0.007550776,0.08000374,0.5797753,-0.20666468,0.7269143,2017-05-29 21:10:34,10.45261840688168
9.878842,0.26846617,2.2515905,0.0,9.5048065,0.5205315,2.3575573,0.01980114,0.017500818,-0.065730095,0.5821124,-0.20234436,0.7286174,2017-05-29 21:10:35,49.01040922997585
9.867505,0.22970885,2.2901552,0.0,9.534455,0.5150849,2.235897,-0.020500183,0.0059815645,0.11250234,0.58179337,-0.21554995,0.71975815,2017-05-29 21:10:36,45.75771180579687
9.883557,0.2212097,2.2421923,0.0,9.509588,0.49812528,2.3430743,0.012737274,-0.0053369403,-0.028151274,0.5773731,-0.21500267,0.7226479,2017-05-29 21:10:37,50.36820659346537
