ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,LIGH_1,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TIME,VOICE
-0.5407779,-0.9559327,-10.350155,0.0,0.0,0.0,4369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-07 14:45:55,47.49869379973505
-0.8781659,3.6143587,10.029516,0.09072009,-0.42671612,1.0227736,5119.0,0.4200966,3.2423224,9.245606,2.127063,-1.1342458,3.2281783,0.1626815,0.04625974,0.38915184,2017-06-07 14:45:56,58.81457796916334
-0.014356936,-0.3505485,9.59163,0.0015316084,-0.005202256,1.8587708E-4,3359.0,0.14109151,-0.2970347,9.801136,-0.15544845,-0.046335343,-0.21548809,-0.01071029,-0.012902522,0.42092058,2017-06-07 14:45:57,58.9593699379859
0.003589234,-0.34456646,9.58804,-9.5008314E-4,-0.00481233,2.0126998E-4,3326.0,0.028796434,-0.35689983,9.800112,-0.019225145,0.023101073,-0.2013035,-0.015956271,-0.008876299,0.41420794,2017-06-07 14:45:58,57.23708929783855
0.0011964113,-0.3290131,9.611969,0.0014907643,-0.0058144405,0.0014300942,3329.0,0.024753854,-0.3516824,9.800312,-0.02236103,0.009508747,-0.18355682,-0.015890809,-0.008407942,0.40439644,2017-06-07 14:45:59,54.41974701246907
0.0023928226,-0.34337005,9.619147,2.6958063E-4,-0.0056185834,0.0014140084,3344.0,0.01446447,-0.35457397,9.800227,-0.009678824,0.019578816,-0.18706279,-0.016359538,-0.0077355932,0.39020222,2017-06-07 14:46:00,28.51352002483065
0.0,-0.34576288,9.615558,2.5127083E-4,-0.004124403,-0.0010076165,3339.0,0.00690019,-0.337689,9.800833,-0.0033109556,0.001497399,-0.17091712,-0.015743576,-0.006984884,0.38672802,2017-06-07 14:46:01,20.471531310184478
0.008374879,-0.3385844,9.605987,-9.6129254E-4,-0.0051743835,2.2543967E-4,3341.0,-0.002352792,-0.3302353,9.801088,0.0047456147,-0.008349092,-0.20467268,-0.01552916,-0.006514221,0.3933315,2017-06-07 14:46:02,23.64873313575489
0.011964113,-0.34097722,9.60479,-9.5320493E-4,-0.004977189,-0.0022190586,3343.0,0.016380103,-0.35352784,9.8002615,-0.0056124013,0.014943449,-0.20265023,-0.016180625,-0.007992999,0.40085804,2017-06-07 14:46:03,24.54559045926524
-0.0023928226,-0.33140594,9.600004,2.3321807E-4,-0.0035735741,2.437681E-4,3339.0,0.013803859,-0.3585516,9.800084,-0.0066253906,0.016377939,-0.18452655,-0.01659741,-0.007702592,0.3856888,2017-06-07 14:46:04,24.71204586662131
0.0047856453,-0.32303107,9.597611,0.001428403,-0.004650429,-0.0033978298,3339.0,0.018390173,-0.3482118,9.800449,-0.0076224715,0.008430998,-0.20403379,-0.016074955,-0.007600949,0.37913284,2017-06-07 14:46:05,14.810841518150898
0.0047856453,-0.3469593,9.613165,0.0026265346,-0.0045162216,0.0015218183,3356.0,0.0057580248,-0.34437892,9.800599,-0.011740081,0.0010088847,-0.2149515,-0.016182248,-0.006827516,0.3732162,2017-06-07 14:46:06,11.434051773427647
0.003589234,-0.3385844,9.595219,0.001381956,-0.0031143427,-8.7501854E-4,3347.0,0.0092654945,-0.34039098,9.800737,-0.012854728,0.012574309,-0.19594753,-0.015938379,-0.0068907174,0.37165692,2017-06-07 14:46:07,11.304342879913243
0.010767702,-0.32063824,9.608379,-0.001091823,-0.004206933,-8.4977597E-4,3348.0,0.01464769,-0.34396398,9.800606,-0.017040512,0.0029867608,-0.20060149,-0.01602476,-0.007170499,0.36917606,2017-06-07 14:46:08,11.650958747542182
-0.0023928226,-0.3385844,9.603594,1.19149685E-4,-0.004087407,-0.0020714626,3353.0,0.00927091,-0.342069,9.800679,-0.004485265,0.010663068,-0.19828211,-0.016054714,-0.0068365973,0.36666203,2017-06-07 14:46:09,11.312376074932507
-0.0023928226,-0.33260235,9.600004,1.2395903E-4,-0.0015632473,0.0028243214,3351.0,0.008854684,-0.33825508,9.800812,-0.006461862,0.0020634718,-0.19243279,-0.015877703,-0.006754457,0.36718747,2017-06-07 14:46:10,11.404687599227891
0.016749758,-0.3290131,9.60479,-0.0010719113,-2.617836E-4,0.0016148984,3351.0,0.0028030656,-0.34061077,9.800734,0.003178991,0.009204832,-0.19713995,-0.016099507,-0.006519678,0.36765587,2017-06-07 14:46:11,11.455460014407048
0.003589234,-0.3278167,9.597611,1.6984716E-4,-2.069883E-4,4.0931255E-4,3352.0,0.00428397,-0.33873147,9.800797,0.0016980864,0.0073255207,-0.20438159,-0.015978955,-0.006563522,0.36817235,2017-06-07 14:46:12,11.352320663896624
0.003589234,-0.3397808,9.603594,-0.0034760013,-1.4831498E-4,0.0040803105,3356.0,0.0057594497,-0.34690395,9.800511,2.2260695E-4,0.014301606,-0.19811435,-0.016354157,-0.006749967,0.3660638,2017-06-07 14:46:13,11.289240471675623
0.0047856453,-0.33140594,9.610772,2.220273E-4,-8.5320324E-5,-7.9630315E-4,3354.0,0.009690396,-0.3479125,9.800472,-0.0025119274,0.009328092,-0.19328912,-0.016331505,-0.0069486112,0.36568007,2017-06-07 14:46:14,11.103792453172268
0.0047856453,-0.3278167,9.614362,-0.00222091,-4.9140304E-5,4.3987483E-4,3356.0,0.004333837,-0.34523317,9.800571,-0.0055302484,0.018612895,-0.19458441,-0.0163,-0.006654701,0.3662691,2017-06-07 14:46:15,13.54588587877241
0.0,-0.34097722,9.614362,0.0026578195,-0.0024473816,4.4812262E-4,3356.0,0.009538786,-0.3376285,9.800832,3.2504897E-5,-0.0021522827,-0.19245267,-0.015842509,-0.00675798,0.3661783,2017-06-07 14:46:16,12.737244936828336
0.009571291,-0.33379877,9.592826,-0.0022235885,-0.0011719055,4.5452267E-4,3356.0,0.0057848124,-0.34039178,9.80074,-0.0033919897,-0.001781842,-0.19595103,-0.016040476,-0.0066394405,0.3666395,2017-06-07 14:46:17,17.835239414446086
0.0059820567,-0.33260235,9.608379,2.2147968E-4,-0.0023635812,-7.4552745E-4,3356.0,0.005751056,-0.34470576,9.80059,-0.002161822,0.012103403,-0.19699557,-0.016239569,-0.0067336517,0.36750382,2017-06-07 14:46:18,15.489649221906799
0.0,-0.3385844,9.595219,0.0014268644,1.1665374E-4,0.0017232746,3357.0,0.0068965913,-0.34008726,9.80075,-0.010485825,-0.0104612615,-0.20672669,-0.01598413,-0.006736791,0.36956316,2017-06-07 14:46:19,11.806812963061578
0.0047856453,-0.33020952,9.601201,2.0162761E-4,1.5165657E-4,-7.079914E-4,3355.0,0.005855713,-0.33816174,9.800817,-0.0070521245,-4.2264585E-4,-0.20320494,-0.015901439,-0.0066775316,0.37110305,2017-06-07 14:46:20,11.328398024647793
0.0047856453,-0.3385844,9.5964155,-0.0010332391,1.7305836E-4,5.249679E-4,3358.0,0.00606531,-0.34166294,9.800695,-0.0024760757,0.0030785673,-0.20308395,-0.016069362,-0.006739325,0.37026858,2017-06-07 14:46:21,11.239536718572305
0.008374879,-0.33379877,9.619147,-0.0022733174,1.9459054E-4,-0.0018962249,3356.0,0.0047126254,-0.34584367,9.80055,0.0036622535,0.013241321,-0.19097383,-0.016290855,-0.006759395,0.3705619,2017-06-07 14:46:22,13.27933355858437
0.003589234,-0.33020952,9.595219,1.7971918E-4,0.0014119223,0.0017558262,3355.0,0.0049796333,-0.3425752,9.800664,0.004591657,0.01236567,-0.20185529,-0.016134989,-0.0067005605,0.3700051,2017-06-07 14:46:23,15.268237107718111
0.0023928226,-0.33379877,9.592826,1.7886609E-4,-0.0034518503,-6.7575276E-4,3354.0,0.0069413437,-0.34081185,9.800723,-0.0033521096,0.003423837,-0.20789748,-0.016007958,-0.0067754695,0.37089092,2017-06-07 14:46:24,11.5104408385928
-0.0023928226,-0.3254239,9.609576,-0.002264537,0.0014619045,0.0017790869,3356.0,0.005217671,-0.344785,9.800585,-0.0040212595,0.0073969783,-0.21254502,-0.016210275,-0.006813191,0.3734167,2017-06-07 14:46:25,11.743687653758833
0.013160525,-0.337388,9.607183,-0.0010274202,0.0014816746,-0.0018825904,3357.0,0.0027477553,-0.3402055,9.800747,8.4147893E-4,0.015978016,-0.18758243,-0.016029654,-0.0066356673,0.37495375,2017-06-07 14:46:26,15.565286369254313
0.0,-0.32422748,9.605987,-9.961016E-4,0.0014811605,-0.0018872693,3356.0,0.0016198929,-0.3425315,9.800666,0.0031657524,0.0051435004,-0.18869711,-0.016167741,-0.006610896,0.37403825,2017-06-07 14:46:28,16.78005937114107
0.0023928226,-0.34456646,9.600004,2.3748353E-4,-0.0021781884,-0.0018584281,3356.0,0.0033877064,-0.34874144,9.800447,-0.002191295,0.0125498315,-0.20642449,-0.016431695,-0.006803555,0.37350315,2017-06-07 14:46:29,11.647245241698965
0.0,-0.3469593,9.619147,-0.0010035224,3.0058622E-4,5.834177E-4,3357.0,0.00644155,-0.34011397,9.800749,-0.011227195,-0.0032560793,-0.18638708,-0.015970865,-0.006770499,0.37274444,2017-06-07 14:46:30,11.905067816162845
0.0047856453,-0.33499518,9.59163,0.001461748,-0.002126798,5.8962405E-4,3356.0,9.4345486E-4,-0.35382155,9.800265,-9.4345486E-4,0.017629948,-0.18949264,-0.016723584,-0.006772537,0.37282434,2017-06-07 14:46:31,14.353665066126613
0.008374879,-0.34217364,9.607183,-9.867325E-4,3.1233206E-4,0.0018039048,3351.0,6.293292E-4,-0.3483285,9.800462,-6.293292E-4,0.001369206,-0.19447511,-0.016440716,-0.006724163,0.3768241,2017-06-07 14:46:32,16.481464710353993
0.0,-0.3397808,9.605987,0.0014529079,-8.923039E-4,-0.0018636957,3356.0,0.00703916,-0.34141836,9.800703,0.0025321306,0.0028339813,-0.19471651,-0.016007334,-0.0068561495,0.37463003,2017-06-07 14:46:33,18.752964425474584
0.003589234,-0.337388,9.600004,-9.81085E-4,3.211461E-4,5.7987124E-4,3358.0,0.005892547,-0.3439688,9.800615,0.0012859213,0.01017006,-0.20180677,-0.016154516,-0.006839697,0.37399846,2017-06-07 14:46:34,12.859087652719195
0.0011964113,-0.3505485,9.59163,0.0014558621,-9.0733543E-4,0.0017624572,3353.0,0.010175229,-0.3409646,9.800715,-0.0113716405,-0.0024054537,-0.20908524,-0.015932208,-0.006981494,0.37380055,2017-06-07 14:46:35,20.028272630715442
0.0023928226,-0.3397808,9.5964155,-9.5905736E-4,0.0027334765,0.001758419,3357.0,2.97339E-4,-0.34822083,9.800466,0.0068811295,0.0048507648,-0.20644319,-0.016464403,-0.00665124,0.37371656,2017-06-07 14:46:36,22.003545230839286
0.007178468,-0.33260235,9.600004,0.0014994815,2.9076263E-4,5.4110587E-4,3353.0,0.0036609885,-0.34516487,9.800574,0.002321068,-5.9803895E-4,-0.19578503,-0.016252084,-0.0067607774,0.37421456,2017-06-07 14:46:37,18.827557111925938
-0.0011964113,-0.3385844,9.602397,0.0014972053,2.6646256E-4,0.001732476,3353.0,-0.001872041,-0.34906158,9.800435,0.0078540975,0.016459223,-0.20880525,-0.016523797,-0.006619175,0.37677163,2017-06-07 14:46:38,16.139738864907113
0.0047856453,-0.3469593,9.592826,2.8547645E-4,2.4345517E-4,0.0017306656,3355.0,0.0034022005,-0.34470317,9.8005905,-0.0022057893,0.0037259252,-0.19938919,-0.016200464,-0.0068227598,0.37895685,2017-06-07 14:46:39,12.325196490367357
-0.0023928226,-0.3469593,9.605987,-9.4614923E-4,0.002679184,5.2668154E-4,3356.0,0.0068966276,-0.35133153,9.800352,-0.0068966276,0.013943514,-0.20393677,-0.016438698,-0.00713223,0.37987828,2017-06-07 14:46:40,12.898257657312257
