ACC_X,ACC_Y,ACC_Z,TIME,VOICE
-0.089782566,-0.049081136,10.118495,2016-11-06 13:16:53,-Infinity
-0.093373865,-0.034715924,10.092757,2016-11-06 13:16:54,-Infinity
-0.08798691,-0.03232172,10.142437,2016-11-06 13:16:55,-Infinity
-0.078410104,-0.030526072,10.111911,2016-11-06 13:16:56,-Infinity
-0.09696517,-0.034715924,10.092158,2016-11-06 13:16:57,-Infinity
-0.08140286,-0.009576807,10.097546,2016-11-06 13:16:58,-Infinity
-0.0712275,-0.022146367,10.097546,2016-11-06 13:16:59,-Infinity
-0.077811554,-0.035913024,10.096947,2016-11-06 13:17:00,24.585575915430194
-0.08738836,-0.017956512,10.1065235,2016-11-06 13:17:01,27.165302323387994
-0.079008654,-0.020350715,10.089166,2016-11-06 13:17:02,26.49347030472121
-0.078410104,-0.025139118,10.111911,2016-11-06 13:17:03,48.78712870320885
-0.077811554,-0.025139118,10.1226845,2016-11-06 13:17:04,35.20238640838701
-0.05925649,-0.012569559,10.1143055,2016-11-06 13:17:05,42.418632456257754
-0.073621705,-0.013766659,10.092757,2016-11-06 13:17:06,49.80235577460543
-0.06943185,-0.032920275,10.111911,2016-11-06 13:17:07,42.393080835793
-0.092176765,-0.017956512,10.116699,2016-11-06 13:17:08,32.78930711267509
-0.078410104,-0.02633622,10.092757,2016-11-06 13:17:09,31.262024574841313
-0.09756372,-0.015562311,10.128072,2016-11-06 13:17:11,35.160773715519596
-0.0724246,-0.018555064,10.075998,2016-11-06 13:17:12,44.57452875843
-0.05925649,-0.011971008,10.096947,2016-11-06 13:17:13,57.23037531636908
-0.051475335,-0.026934769,10.111312,2016-11-06 13:17:14,66.46570918857086
-0.06703765,-0.010175358,10.09994,2016-11-06 13:17:15,44.49295251067361
-0.075417355,-0.015562311,10.11251,2016-11-06 13:17:16,64.0284463887006
-0.094570965,-0.008978256,10.075399,2016-11-06 13:17:17,64.80343350409758
-0.06404489,-0.021547815,10.111312,2016-11-06 13:17:18,59.6681300270157
-0.06584055,-0.03232172,10.111911,2016-11-06 13:17:19,29.76223845606542
-0.059855044,-0.022744916,10.09994,2016-11-06 13:17:20,54.06077580834993
-0.08319851,-0.03172317,10.12448,2016-11-06 13:17:21,52.768291474994946
-0.060453594,-0.019752163,10.113707,2016-11-06 13:17:22,57.12494569878775
-0.074220255,-0.024540568,10.103531,2016-11-06 13:17:23,42.48369501947647
-0.08200141,-0.01316811,10.1304655,2016-11-06 13:17:24,51.00360883250409
-0.06464344,-0.022146367,10.096947,2016-11-06 13:17:25,52.41355493157407
-0.08080431,-0.03172317,10.120291,2016-11-06 13:17:26,51.79056671480734
-0.074818805,-0.022744916,10.1226845,2016-11-06 13:17:27,67.33483678815873
-0.06404489,-0.004189853,10.083779,2016-11-06 13:17:28,68.49615655048524
-0.074220255,-0.01436521,10.117298,2016-11-06 13:17:29,40.732023191946894
-0.06344634,-0.016759412,10.128671,2016-11-06 13:17:30,42.217082326216115
-0.06344634,-0.011372458,10.107721,2016-11-06 13:17:31,48.75737313443581
-0.0700304,-0.010773907,10.1382475,2016-11-06 13:17:32,57.81917549768601
-0.048482586,-0.025139118,10.110714,2016-11-06 13:17:33,59.759043721966975
-0.04309563,-0.015562311,10.126276,2016-11-06 13:17:34,56.35005728493241
-0.08200141,-0.029927522,10.122087,2016-11-06 13:17:35,58.42213676437545
-0.0688333,-0.024540568,10.125677,2016-11-06 13:17:36,43.957250597057744
-0.0688333,-0.02932897,10.14124,2016-11-06 13:17:37,70.58400285031544
-0.06584055,-0.022146367,10.114903,2016-11-06 13:17:38,23.13629980198335
-0.05327099,-0.025737667,10.122087,2016-11-06 13:17:39,28.411071277592246
-0.077213004,-0.04249708,10.110115,2016-11-06 13:17:40,45.912777696323
-0.076614454,-0.031124622,10.0987425,2016-11-06 13:17:41,31.345197525258147
-0.0676362,-0.019752163,10.110714,2016-11-06 13:17:42,25.83127897676029
-0.0664391,-0.033518825,10.099341,2016-11-06 13:17:44,55.42017236906852
-0.094570965,-0.022744916,10.104729,2016-11-06 13:17:45,59.63541528478504
-0.06584055,-0.017357962,10.09575,2016-11-06 13:17:46,52.13589054461621
-0.08319851,-0.033518825,10.104729,2016-11-06 13:17:47,35.428343709690544
-0.07062895,-0.026934769,10.115502,2016-11-06 13:17:48,36.92400723447366
-0.074818805,-0.034117375,10.100538,2016-11-06 13:17:49,37.90225550032797
-0.08678981,-0.038307227,10.107122,2016-11-06 13:17:50,54.189721888058685
