ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,LIGH_1,TEMP_1,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TEMP_2,TIME,VOICE
3.4237084,1.0965444,4.3742065,-0.09337708,-0.75271213,-0.4672833,0.57,25.9,4.532523,1.1561002,8.618977,-1.1088147,-0.05955577,-4.24477,-0.09806028,-0.22567955,-0.59399986,0.0,2016-12-29 19:02:13,71.16022065621627
2.89459,1.3359646,3.2728736,-0.14131558,-0.59929913,-0.81029576,0.57,25.9,4.2681136,0.748188,8.797344,-1.3735236,0.58777654,-5.524471,-0.10762932,-0.1996901,-0.60319656,0.0,2016-12-29 19:02:14,69.36966637360527
2.6431987,0.9792285,5.8622026,-0.17860037,-0.52685475,-0.97008437,0.57,25.9,3.768324,1.2084733,8.97257,-1.1251252,-0.22924481,-3.1103673,-0.053835135,-0.19905192,-0.5317174,0.0,2016-12-29 19:02:15,69.81559720468579
3.405752,1.0342951,5.6156,-0.38526273,-0.47677454,-0.7751386,0.57,25.9,4.384681,1.4230536,8.655488,-0.9789292,-0.3887585,-3.039888,-0.07654339,-0.2298433,-0.5757425,0.0,2016-12-29 19:02:16,71.62956061151766
3.0190883,2.4552538,4.751293,-0.2595634,-0.72602725,-0.34689882,0.57,25.8,4.2598834,2.1769278,8.560468,-1.240795,0.27832595,-3.809175,-0.04175824,-0.24857384,-0.577043,0.0,2016-12-29 19:02:17,75.22079547328546
3.2142158,1.4041992,6.384139,-0.35011247,-0.4522351,-0.55994827,2.55,25.8,4.819977,1.6485575,8.379706,-1.6057612,-0.24435821,-1.9955671,-0.06800064,-0.2610122,-0.5312662,0.0,2016-12-29 19:02:18,69.2924615491414
3.5075054,2.1092918,8.820239,-0.71656394,-0.27752748,-0.654756,7.92,25.8,4.2769423,2.025345,8.589199,-0.7694366,0.0839467,0.23104046,-0.046268675,-0.24480876,-0.5698386,0.0,2016-12-29 19:02:20,68.87932229047324
2.634819,2.9412768,10.029311,-0.4427926,0.13368349,-0.4970934,7.92,25.8,4.3911157,2.6991632,8.342746,-1.7562966,0.24211365,1.6865655,-0.016739573,-0.27267855,-0.5530165,0.0,2016-12-29 19:02:21,68.27989155842357
3.1244333,1.3922282,10.951078,-0.2819398,0.043157324,-0.3074726,7.92,25.8,4.4333134,2.1842601,8.470087,-1.3088801,-0.7920318,2.4809916,-0.036276035,-0.25850552,-0.54283166,0.0,2016-12-29 19:02:22,72.97594280074976
3.192668,1.5047557,12.036849,0.19423287,0.1752565,-0.2648607,3.96,25.7,4.1822214,2.4103625,8.536227,-0.9895535,-0.9056068,3.5006223,-0.021454278,-0.25359482,-0.5518235,0.0,2016-12-29 19:02:23,75.52684120159921
6.1088057,-1.0007763,10.271125,0.018463429,0.022932213,-0.25527197,3.96,25.7,5.210232,1.420809,8.185626,0.8985738,-2.4215853,2.0854993,-0.09958918,-0.26968706,-0.55648535,0.0,2016-12-29 19:02:24,73.14903515206015
4.9583917,-0.272939,12.700043,-0.18713394,-0.052686647,-0.23715955,0.57,25.7,4.263624,0.84126264,8.7910595,0.6947674,-1.1142017,3.9089832,-0.09667866,-0.20599405,-0.5765417,0.0,2016-12-29 19:02:25,73.29796705742504
5.1319714,0.01436521,11.395203,-0.20950583,-0.10486969,-0.36924967,0.57,25.7,3.9339726,0.63296705,8.960599,1.1979986,-0.61860186,2.434604,-0.08885425,-0.18772517,-0.55363965,0.0,2016-12-29 19:02:26,74.70426486763665
