ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TIME,VOICE
-0.06703765,0.12449849,9.921572,-9.609473E-4,0.005044558,0.042256515,-0.06547148,0.12283965,9.805663,-0.029870957,0.026984166,0.09633004,0.0013999088,0.00695787,0.77235085,2017-06-11 08:56:28,74.52502050498279
-0.02873042,0.17238252,9.854534,0.0010213194,-8.2887517E-4,0.03842482,-0.029903783,0.12540272,9.805802,0.029903783,0.02442109,0.09619038,0.0028802494,0.0059085367,0.77271307,2017-06-11 08:56:29,57.949325940335974
-0.009576807,0.1340753,9.854534,0.0019672327,-0.00449935,0.023411335,-0.018614039,0.1027304,9.806094,0.0049936925,0.019852728,0.05503754,0.0025900176,0.004650568,0.772892,2017-06-11 08:56:30,54.43836571713936
-0.02873042,0.15322891,9.873688,0.006490216,0.0076609226,-0.06343377,-0.056946494,0.12628458,9.805673,0.0297058,-0.017321814,0.082699716,0.001826594,0.0068229954,0.7742661,2017-06-11 08:56:31,50.53129556551686
-0.02873042,0.15322891,9.892841,-0.007544165,-0.010794878,-0.06917864,-0.037181657,0.12159127,9.805826,0.00994096,9.918557E-4,0.109786615,0.0024732598,0.0059926193,0.7723845,2017-06-11 08:56:32,52.96307943084673
-0.047884032,0.20111294,9.80665,-0.052906353,0.03373275,0.0045586857,-0.0073144827,0.17074437,9.805161,-0.03354656,-0.0073002107,0.17855342,0.005258711,0.0069481824,0.7707829,2017-06-11 08:56:33,52.61629915576498
0.009576807,0.05746084,9.959879,0.0014464164,0.00469411,-0.004853549,-0.007219536,0.12660593,9.80583,-0.020021157,-0.0040228097,0.09616212,0.00382823,0.0052105947,0.770848,2017-06-11 08:56:34,49.722680442123625
-0.038307227,0.095768064,9.892841,0.0024705993,9.0132613E-4,0.0041140737,-0.0026496355,0.120662995,9.805907,0.0026496355,0.0019201285,0.055223756,0.003824631,0.0048208116,0.76955247,2017-06-11 08:56:35,49.60038348931953
-0.009576807,0.1340753,9.844957,0.0032437716,3.8301456E-4,0.0060839923,-9.515834E-5,0.12199744,9.805891,0.0409562,5.8569096E-4,0.05524039,0.0039657727,0.0047921073,0.7698906,2017-06-11 08:56:36,55.796423565158015
-0.08619126,0.12449849,9.864111,-0.0027286916,0.0075413613,-0.031380326,-0.013327054,0.12591575,9.805834,-0.013913641,-0.030573316,0.09615879,0.003573463,0.0053767203,0.7699355,2017-06-11 08:56:37,61.06007085614708
-0.009576807,0.11492168,9.902418,-0.001320606,0.005887697,-0.022626402,-0.016123496,0.120130666,9.8059025,-0.024737546,0.0024524592,0.13695166,0.0032768887,0.005239692,0.76976275,2017-06-11 08:56:38,57.40505161596534
