ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,LIGH_1,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TIME,VOICE
5.4053864,-0.30029926,7.8987074,-0.015944667,0.0237001,-0.0065267235,219.0,5.5763764,-0.35481268,8.059067,-0.16740064,0.050924204,-0.123270996,0.27833182,-0.10785841,0.91002864,2017-06-01 16:50:23,45.47739140688401
5.1326046,-0.3696911,8.268398,-0.026751615,0.08461912,-0.0065037236,234.0,5.3470592,-0.406465,8.21061,-0.17736557,0.0678806,-0.35617083,0.26668525,-0.10126364,0.9192393,2017-06-01 16:50:24,20.634389168424654
5.322834,-0.43549374,7.631908,-0.18802005,0.06262797,-0.016277567,221.0,5.43558,-0.46188116,8.149327,-0.09001403,0.039547946,-0.15251462,0.27102974,-0.10508496,0.91819173,2017-06-01 16:50:25,19.267442660894737
4.898108,-2.5232315,8.6548395,0.35931522,-0.4492771,-0.44999188,252.0,4.59981,-3.1983652,8.048765,0.10687223,-0.24969198,-1.0222411,0.19601679,-0.22628452,0.92462206,2017-06-01 16:50:26,24.676867079909165
5.150551,-2.2695923,7.987242,0.057547785,-0.05099297,0.0826826,137.0,5.149153,-2.571534,7.9400153,0.0013975919,0.30194166,0.047227032,0.23064749,-0.20487481,0.9184874,2017-06-01 16:50:27,31.60726382560508
5.645865,-0.4031906,8.325827,0.4912621,-0.18660505,-0.22519347,140.0,5.525231,-1.2965008,7.9975805,-0.13300504,0.4063708,-0.2891022,0.27461964,-0.12969549,0.9316874,2017-06-01 16:50:29,41.30776181642376
5.1254263,-0.80877405,8.149954,-0.4506921,0.21534428,0.011822239,149.0,5.42598,-0.7524663,8.13406,-0.7743328,0.29424077,-0.25569034,0.27528313,-0.09745559,0.9368776,2017-06-01 16:50:30,38.54206567862407
5.2689953,-1.4129618,8.086544,0.09297797,-0.065653734,-0.12989849,137.0,5.6551642,-1.0196186,7.946689,-0.18995675,-0.112186484,0.11592706,0.2861462,-0.113806516,0.9324087,2017-06-01 16:50:31,26.77983147877501
5.4089756,1.0648061,7.776674,-0.11227275,0.16891852,-0.004060261,97.0,5.528872,0.9136099,8.0478115,-0.10553952,0.0734294,-0.1467109,0.2981905,-0.0275358,0.92305255,2017-06-01 16:50:32,28.106294034300618
5.7116675,0.9164511,7.6139617,-0.04507757,0.039415088,-0.0065037236,91.0,5.8836045,0.82911,7.801678,-0.29397067,0.2368924,-0.5011761,0.31879443,-0.024398377,0.9254147,2017-06-01 16:50:33,28.66899941549713
4.671986,0.8542377,8.122437,-0.009647392,0.43159056,0.42721057,73.0,5.053795,0.8832641,8.3575945,-0.4177008,-0.0661152,-0.16815877,0.27141112,-0.01473984,0.9376018,2017-06-01 16:50:34,31.127924097628505
4.618148,0.5599205,8.433503,-0.23811099,-0.16705737,-0.03460352,76.0,4.8079267,0.49082527,8.533073,-0.17661826,0.10139833,-0.1629799,0.25428572,-0.016527828,0.9535929,2017-06-01 16:50:35,42.61149669760017
4.9292145,-0.2321038,8.169097,-0.06829045,-0.016784515,0.01304397,104.0,5.047549,-0.34569874,8.400782,-0.12551263,0.12795188,-0.16468613,0.26109985,-0.059213355,0.95199805,2017-06-01 16:50:36,47.91374131058632
4.825127,-0.6149554,8.255239,0.09908662,-0.072984114,-0.008947179,113.0,4.834452,-0.9106351,8.483467,-0.14451982,-0.03692264,0.023017887,0.24580707,-0.08391941,0.9558481,2017-06-01 16:50:37,43.29908472647632
5.2235317,-0.078963146,8.149954,0.0502174,-0.08886661,-0.0077254474,124.0,5.3109837,-0.25440958,8.240093,-0.12214754,0.19458902,-0.30429685,0.28122157,-0.028047524,0.9579592,2017-06-01 16:50:38,42.9082077971885
5.383851,-0.24526432,8.053044,-0.009647392,-0.021671437,-0.0065037236,128.0,5.4888473,-0.34586197,8.119318,-0.14567396,0.14725769,-0.18830724,-0.29279315,0.01738299,-0.9560115,2017-06-01 16:50:39,24.185187984878116
5.584848,-0.398405,7.798209,0.04655221,0.051632393,0.071687035,129.0,5.656684,-0.34076583,8.003512,-0.08379998,0.1170369,-0.19094636,-0.30312604,0.0070059565,-0.95227045,2017-06-01 16:50:40,32.094253650326436
5.474778,-0.4845466,7.895118,0.0038044006,-0.015510716,-0.004059501,128.0,5.5405107,-0.54713243,8.073029,-0.098035425,0.07096074,-0.21619478,-0.2968095,0.017153895,-0.9539919,2017-06-01 16:50:41,31.968046415959307
5.4723854,-0.4534399,7.8424764,-0.029258791,0.016370256,0.014311522,126.0,5.564054,-0.50294316,8.059699,-0.08090075,0.06984226,-0.19808045,-0.2981681,0.012866031,-0.9533717,2017-06-01 16:50:42,27.87391835688537
5.5046887,-0.3804588,7.88794,-0.054915134,0.061574284,0.10227611,127.0,5.5201125,-0.59645844,8.083502,-0.05251286,0.1848929,-0.15847324,-0.29590085,0.017287409,-0.9539029,2017-06-01 16:50:43,11.802334314815814
5.3036914,-0.6687939,8.04108,-0.009711105,-0.017838197,0.009424597,127.0,5.416955,-0.74216616,8.141018,-0.08096038,0.088925585,-0.15736558,-0.29025128,0.02603428,-0.9555532,2017-06-01 16:50:44,12.492748109573526
5.3407803,-0.6735796,8.008778,0.07088374,0.0641245,-0.023637995,123.0,5.4292755,-0.7913331,8.128171,-0.05978139,0.080664754,-0.1660539,-0.29103103,0.029658044,-0.9553626,2017-06-01 16:50:45,29.040897484288788
4.9902315,-0.91405827,8.05783,0.073327206,0.0030379817,0.0020183474,124.0,5.0555,-1.1282145,8.32703,-0.030572249,0.10767551,-0.21296938,-0.2701937,0.049345367,-0.96081215,2017-06-01 16:50:46,28.615698787846547
5.0679984,-1.0480564,8.118847,0.05262456,-0.048110254,-0.02247212,124.0,5.1485476,-1.0900937,8.274934,-0.059013914,0.13655388,-0.10822949,-0.2750007,0.04970307,-0.959731,2017-06-01 16:50:47,17.797542730876813
5.2223353,-0.8973085,7.999206,0.0147509165,0.008089345,0.0044059455,123.0,5.3253226,-0.9349949,8.181511,-0.06589841,0.056828972,-0.15478724,-0.28457955,0.043284368,-0.9574245,2017-06-01 16:50:48,25.058365028534205
5.0883374,-0.73818576,8.060224,0.0025254637,0.0030787177,-0.007686995,121.0,5.1847067,-0.82752824,8.282778,-0.08799451,0.097717375,-0.13521628,-0.27629876,0.036808707,-0.96004623,2017-06-01 16:50:49,21.366214923340536
5.0883374,-0.782453,8.213364,-0.01825701,0.009092543,0.0020809695,122.0,5.1906443,-0.82733655,8.279077,-0.096325114,0.005401932,-0.109980136,-0.27685043,0.035191018,-0.9597882,2017-06-01 16:50:50,12.266804419682565
5.0751767,-0.75254273,8.106883,-0.0011785068,-7.1360916E-4,8.5470825E-4,122.0,5.168953,-0.81310827,8.294045,-0.09616905,-0.0016478403,-0.22903614,-0.27589828,0.031647548,-0.9598258,2017-06-01 16:50:51,24.2433536382461
5.267799,-0.5024928,7.8699937,-0.1294602,0.06892502,-0.015027791,122.0,5.3600817,-0.55187017,8.193616,-0.00853402,0.1989288,-0.49470952,-0.28655407,0.01133988,-0.9560937,2017-06-01 16:50:52,30.872566388441616
5.2749777,-0.64008003,8.039885,-0.020726193,-0.009265721,-0.008919135,123.0,5.3188634,-0.68315274,8.210566,-0.07977847,0.02153722,-0.042664837,-0.28433475,0.023052825,-0.9573966,2017-06-01 16:50:53,31.860173028134792
5.2008,-0.654437,8.080563,-0.06951382,-0.015287373,-0.044377163,127.0,5.284188,-0.7289029,8.229001,-0.12645897,-0.0056936815,-0.18313481,-0.28240862,0.026136674,-0.95797646,2017-06-01 16:50:54,40.32311337356702
5.380262,-0.573081,8.305488,1.2481585E-4,0.08122933,-0.03338159,125.0,5.43401,-0.5701522,8.143515,-0.026231004,0.13106929,-0.1933616,-0.29011393,0.025103275,-0.95650387,2017-06-01 16:50:55,38.25036847316393
5.17089,-0.5623133,8.048259,0.0025682747,0.007925503,-0.0028383285,107.0,5.203393,-0.5728981,8.29258,-0.05523498,-0.042057335,-0.11032325,-0.27648258,0.027449934,-0.9605718,2017-06-01 16:50:56,39.628196175648874
4.7485566,-0.62452674,8.374879,0.003790006,-0.00917872,0.009378977,124.0,4.816413,-0.68362045,8.515,-0.10494506,0.014826545,-0.1137994,-0.25409734,0.035921983,-0.9665112,2017-06-01 16:50:57,36.27156148772505
4.8394837,-0.66041905,8.347362,0.009882428,-0.011597134,0.008158445,119.0,4.882408,-0.66367525,8.478915,-0.101548694,0.020005919,-0.15308921,0.25727385,-0.038804367,0.96545625,2017-06-01 16:50:58,24.31991629646259
5.2869415,-0.9343973,8.496913,-0.19294459,-0.08240256,-1.0852932,47.0,5.5232797,-0.6909751,8.073805,0.11899638,-0.367849,0.04743512,0.29378372,-0.04518464,0.95442504,2017-06-01 16:50:59,15.02811055016277
4.8705907,2.5950162,7.7730846,-0.0451152,-0.051859297,0.11078094,109.0,5.0237765,2.4962325,8.043688,-0.18788171,-0.11776699,-0.16890872,0.29925418,0.0182508,0.87860227,2017-06-01 16:51:00,34.316220523421066
4.048656,2.1212373,8.486146,-0.3371088,0.18026948,0.08023767,4382.0,4.3515363,2.222721,8.502589,0.023740064,0.09831688,-0.5512398,0.25679183,0.023378119,0.89673907,2017-06-01 16:51:01,39.64739605678845
3.8979082,1.4763715,8.504092,0.052623235,0.059318174,0.15231976,4139.0,3.923438,1.5085162,8.860103,-0.127225,0.31481472,-0.568973,0.2191742,-0.014940068,0.88466585,2017-06-01 16:51:02,39.21328750404338
