ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TIME,VOICE
8.379706,0.1340753,4.759673,0.17691195,-0.018747207,0.10456462,8.394272,0.081668094,5.0695105,-0.0586197,0.06815573,0.3241475,0.41586462,-0.26188475,0.7324023,2017-06-14 11:41:04,76.08513982674107
8.42759,0.05746084,5.094861,0.13907254,0.01856192,0.082625784,8.391482,0.08913127,5.074,0.17571612,-0.048270226,-0.63376683,0.42370164,-0.2485455,0.7465863,2017-06-14 11:41:05,61.135269023199335
8.312668,0.076614454,5.4204726,-0.42185554,0.082690135,-0.20668472,8.372759,0.12598172,5.1040606,-0.06434666,-0.030639289,-0.22797664,0.42775393,-0.23831055,0.7552132,2017-06-14 11:41:06,57.51068804782628
2.2505496,0.2681506,9.595961,-1.035012,0.3941803,-3.3407705,2.7026784,0.37379205,9.419459,-0.41446,0.0075776903,0.07392264,0.093177855,-0.10516256,0.54887754,2017-06-14 11:41:07,61.654858083801074
-2.432509,0.81402856,9.959879,0.21390478,0.8365937,0.5676729,1.0899645,0.06921928,9.745645,-3.3237014,0.59817773,0.7692636,0.053566355,-0.015527482,0.9394208,2017-06-14 11:41:08,61.763332836354145
2.585738,0.32561144,9.490616,0.32362625,0.40675524,-0.33392036,1.9320049,0.21842998,9.611975,0.58775926,-0.04136547,0.20829637,0.09388658,-0.033332624,0.8943465,2017-06-14 11:41:09,71.85557549035461
1.5705963,0.06703765,9.758766,-0.00729132,0.014403519,-0.008553449,1.574624,0.018449116,9.679391,0.005336347,0.008791578,0.11363895,0.07219758,-0.035720166,0.8881472,2017-06-14 11:41:10,71.83079100958827
1.5897499,0.009576807,9.825804,-0.0065286094,0.006520262,-0.028231412,1.5418377,0.009752018,9.684681,0.024502221,0.0038683296,0.08110857,0.07052164,-0.03529079,0.8886507,2017-06-14 11:41:11,71.75258579459478
1.541866,0.019153614,9.749189,0.015477917,0.0020044616,0.07686121,1.5476596,0.012237623,9.683748,-0.03580111,0.015003073,0.15014221,0.07112722,-0.034744103,0.8922227,2017-06-14 11:41:12,72.55072479029275
1.5897499,0.019153614,9.864111,-0.0053704963,-0.0034399757,-0.019709844,1.539221,0.01333382,9.685092,0.01349856,0.02752722,0.13517846,0.0709026,-0.034213416,0.8940464,2017-06-14 11:41:13,71.03082037550726
1.5705963,-0.009576807,9.80665,0.0062106363,-0.001209125,0.0027658143,1.5198284,0.0223443,9.688138,0.060131766,0.0048963954,0.09127145,0.07014881,-0.03349036,0.8932878,2017-06-14 11:41:14,75.53870467140483
1.6089035,0.019153614,9.911995,-0.010439872,0.0036859198,-0.031211365,1.5309427,0.01777641,9.686398,-0.019084094,-0.045017105,0.27007592,0.07058374,-0.033898983,0.8935901,2017-06-14 11:41:15,67.26666990033922
1.5227122,0.009576807,9.768343,0.0010075597,0.010371225,0.0058714272,1.5266683,0.0027848817,9.687087,0.01243104,-0.030025577,0.119562946,0.070143305,-0.03429166,0.89484483,2017-06-14 11:41:16,61.01684365791353
1.4748282,0.038307227,9.77792,0.0010810962,0.0025443784,-0.0040248265,1.5187198,0.005273703,9.688336,-0.04772234,-0.01889405,0.15917534,0.06986661,-0.033926576,0.89531684,2017-06-14 11:41:17,58.88494266142625
1.5610195,0.009576807,9.80665,0.007195198,0.0013973924,0.030393975,1.5335205,0.006615546,9.686004,0.005578781,0.04786584,0.12064615,0.07057666,-0.034208443,0.89521086,2017-06-14 11:41:18,61.16609771438164
1.5610195,0.009576807,9.768343,-0.0067240223,0.0061085806,-0.01585115,1.5271922,0.0067582414,9.687003,0.052768145,-0.02037859,0.22860968,0.070213966,-0.034209788,0.89428747,2017-06-14 11:41:19,57.567805764985316
1.532289,0.02873042,9.701305,2.4254958E-4,-0.006337501,0.01847287,1.5190241,0.020008037,9.688269,-0.048026603,-0.006387689,0.20010372,0.07014529,-0.033397693,0.8944329,2017-06-14 11:41:20,58.49380449553027
1.5227122,-0.019153614,9.634268,0.002899228,-0.0032515265,-0.005357777,1.5272478,0.010483546,9.686992,-0.0153892925,-0.03772424,0.03793646,0.07035037,-0.033937477,0.8949296,2017-06-14 11:41:21,57.769466058505785
1.5801731,0.038307227,9.80665,-0.004668762,-0.0047010854,-0.02768982,1.5199709,0.009173559,9.688137,0.019128362,-0.009173559,0.15937403,0.07001149,-0.033777192,0.8953036,2017-06-14 11:41:22,59.162762545034795
1.532289,-0.009576807,9.787497,0.0015143816,-0.0016055589,-0.022266747,1.5155952,0.012363004,9.688819,0.050744813,0.02849804,0.117831305,0.06966424,-0.033979863,0.8924833,2017-06-14 11:41:23,60.55969784903123
1.5131354,0.019153614,9.739613,0.004702931,1.274473E-4,0.027217759,1.5257258,0.013367723,9.687227,0.013373445,0.013872972,0.1330428,0.07026167,-0.03394372,0.8938502,2017-06-14 11:41:24,59.066296027475566
1.5897499,0.0,9.883265,0.006227159,0.0018633895,0.012185449,1.5280799,-0.0015981559,9.686865,0.011019355,0.028838849,0.10616456,0.07022047,-0.034298975,0.89625,2017-06-14 11:41:25,60.4723013932219
1.5514427,0.02873042,9.835381,0.009862858,0.0065012965,0.05882676,1.527389,0.011318973,9.686968,-0.0019101657,0.002301373,0.106061466,0.070375875,-0.03390204,0.89493096,2017-06-14 11:41:26,58.57916583932617
1.532289,-0.009576807,9.730036,-0.0046992376,-0.0042488435,0.005602685,1.5241845,0.001433613,9.68748,0.0012944692,-0.001433613,0.010207779,0.07004222,-0.03420716,0.8954191,2017-06-14 11:41:27,62.91067513113984
1.541866,-0.009576807,9.768343,-3.780242E-4,-0.0015446697,-0.015358703,1.5170137,0.007589359,9.688602,0.03570582,-0.007589359,0.09080759,0.069598086,-0.03427697,0.8921841,2017-06-14 11:41:28,65.70484945073338
1.541866,0.02873042,9.672575,0.0016485208,-0.0065744226,-0.00855971,1.5327165,0.007826748,9.68613,0.04724381,-0.007826748,0.07965958,0.07043142,-0.034412976,0.8934746,2017-06-14 11:41:29,62.45619632814847
1.5131354,0.038307227,9.77792,-0.0,0.0,0.0,1.5209727,0.013123173,9.687975,0.018126622,-0.013123173,0.050573353,0.07008587,-0.033744987,0.8945069,2017-06-14 11:41:30,64.22211802441473
1.5514427,-0.02873042,9.691729,0.0011085272,-0.0014661105,0.03840337,1.5163376,0.011902109,9.688704,-0.0044790483,0.015338585,0.049845118,0.06990317,-0.033573467,0.89529264,2017-06-14 11:41:31,59.86775846332739
1.484405,0.019153614,9.825804,-0.010214273,-0.0048374943,-0.054513454,1.526814,1.4255029E-4,9.687064,-0.014955343,0.04071849,0.11958539,0.07011089,-0.03437462,0.8951052,2017-06-14 11:41:32,59.14151901129779
1.5514427,0.019153614,9.816227,-0.0062077846,2.9299616E-5,-0.00574353,1.5053872,0.0055680824,9.690416,0.033712108,-0.0055680824,0.061752114,0.06925644,-0.033612914,0.89535445,2017-06-14 11:41:33,58.82490007894117
1.5227122,0.0,9.758766,0.005013072,0.0065377257,0.054186795,1.510219,0.0052652275,9.689666,0.0016395709,-0.0052652275,0.0080222385,0.06940452,-0.03387657,0.8944486,2017-06-14 11:41:34,59.54499060971533
1.5514427,0.0,9.682152,-0.011042603,0.0030493545,-0.036045462,1.522477,0.017326107,9.687733,0.030242488,-0.017326107,0.009955057,0.0701965,-0.03369855,0.8937968,2017-06-14 11:41:35,58.12031062470752
1.5131354,0.0,9.873688,0.0036594437,-0.0038182633,0.035823636,1.4984393,6.0899876E-4,9.691495,0.06790055,0.013011348,0.07429424,0.06873445,-0.03386559,0.8942141,2017-06-14 11:41:36,57.97790947995775
1.5514427,0.009576807,9.825804,0.00254409,-0.0026879744,0.003185005,1.508298,0.003216916,9.689964,0.030801134,0.024023779,0.13030608,0.06937234,-0.033716265,0.89578944,2017-06-14 11:41:37,59.71651460026951
1.541866,0.0,9.864111,-0.0052939523,0.004290666,-0.026767598,1.5068722,0.0030965046,9.6901865,0.0730881,0.037764538,0.19818586,0.0692377,-0.0338251,0.8949365,2017-06-14 11:41:38,57.736078032686294
1.541866,-0.009576807,9.844957,-0.009810863,-0.017443484,-0.033189025,1.532345,-0.0046381084,9.686192,-0.020486532,0.0046381084,0.038737018,0.070231676,-0.034774248,0.8947425,2017-06-14 11:41:39,58.000275590003014
1.541866,0.009576807,9.80665,-0.0063939015,-0.011345445,-0.02231527,1.518704,-0.0014734335,9.688339,-0.0340862,0.0014734335,0.06382958,0.06961431,-0.03443849,0.8940388,2017-06-14 11:41:40,61.6705861798146
1.5131354,-0.038307227,9.80665,-0.0010778601,-0.0015105191,0.027558966,1.5054896,0.007413199,9.690399,-0.0072513972,-0.007413199,0.102630615,0.069225825,-0.03368894,0.8943484,2017-06-14 11:41:41,67.55139039509773
1.532289,0.02873042,9.80665,0.0017847616,-0.006357991,-0.014786854,1.519331,0.010738836,9.688235,0.047008965,-0.010738836,0.0639335,0.06993941,-0.033851918,0.8942938,2017-06-14 11:41:42,64.9001477769824
1.5610195,-0.02873042,9.768343,0.0012281629,0.008330672,-0.03751385,1.5080953,0.011013488,9.689991,-0.023477415,-0.024633836,0.10303879,0.06946154,-0.033512447,0.8947865,2017-06-14 11:41:43,63.46709546783168
1.5610195,0.009576807,9.701305,-0.007187089,0.0063945106,-0.077222526,1.4989585,0.0114195105,9.691408,0.040140808,-0.0114195105,0.033519655,0.06902313,-0.033339832,0.894479,2017-06-14 11:41:44,63.018376928023145
1.5705963,0.038307227,9.797073,-0.005367321,0.002981672,-0.03326728,1.5118606,-0.007227612,9.689408,0.013618269,0.007227612,0.10362155,0.069118015,-0.03464715,0.89342046,2017-06-14 11:41:45,59.97348924063496
1.4939818,0.019153614,9.787497,0.0,0.0,-0.0,1.5146677,-0.005633841,9.688971,0.010811213,0.019254189,0.13129951,0.06937071,-0.03446342,0.8945233,2017-06-14 11:41:46,63.47009232007381
1.5705963,-0.019153614,9.825804,1.5655247E-4,-0.0019843113,0.023837844,1.515447,0.0035286858,9.6888485,0.023652198,-0.0035286858,0.11780137,0.069557115,-0.03417594,0.89379036,2017-06-14 11:41:47,61.99008854407144
1.5514427,0.009576807,9.864111,0.003968886,0.0013444711,0.020867102,1.5024523,0.012264073,9.6908655,0.036646977,-0.012264073,0.14302528,0.06915261,-0.033485718,0.8937955,2017-06-14 11:41:48,64.18102370599811
1.5227122,0.009576807,9.854534,0.014059328,0.0048883543,0.029983453,1.5151291,0.0015248716,9.6889,0.051210877,-0.0015248716,0.13137019,0.06966162,-0.033924688,0.89591336,2017-06-14 11:41:49,66.97715143385587
1.541866,0.0,9.710882,0.002683112,-0.0057554133,0.010135449,1.508889,-1.6658874E-4,9.689874,0.030210378,-0.040694453,0.035054274,0.069306366,-0.033920463,0.89556384,2017-06-14 11:41:50,66.23137621968878
1.5801731,-0.038307227,9.710882,0.005793303,0.005088827,-0.003473771,1.5091122,-0.010917773,9.689833,0.016366718,0.010917773,0.103197575,0.06890913,-0.034750376,0.89345026,2017-06-14 11:41:51,68.31210056090273
