ACC_X,ACC_Y,ACC_Z,TIME,VOICE
-0.11372458,0.025737667,10.088568,2016-11-06 12:44:39,-Infinity
-0.11611878,-0.01436521,10.109517,2016-11-06 12:44:40,-Infinity
-0.09756372,-0.019153614,10.101735,2016-11-06 12:44:41,-Infinity
-0.11133038,-0.022146367,10.110115,2016-11-06 12:44:42,-Infinity
-0.11312603,-0.019752163,10.090961,2016-11-06 12:44:43,-Infinity
-0.09816227,-0.006584055,10.117298,2016-11-06 12:44:44,-Infinity
-0.11192893,-0.01616086,10.12448,2016-11-06 12:44:45,-Infinity
-0.11372458,-0.019153614,10.080787,2016-11-06 12:44:46,44.75085530963301
-0.095768064,-0.01436521,10.096349,2016-11-06 12:44:47,34.33279176006158
-0.12270284,-0.027533319,10.092757,2016-11-06 12:44:49,30.12377124353619
-0.10654198,-0.02633622,10.078991,2016-11-06 12:44:50,30.829715207157697
-0.10654198,-0.017956512,10.109517,2016-11-06 12:44:51,32.4249794698316
-0.11911154,-0.023942016,10.095152,2016-11-06 12:44:52,32.67704732424994
-0.12569559,-0.032920275,10.111911,2016-11-06 12:44:53,33.94849346601033
-0.12509704,-0.023942016,10.098145,2016-11-06 12:44:54,50.65605153632211
-0.092176765,-0.012569559,10.123882,2016-11-06 12:44:55,50.27131488245377
-0.11552023,-0.02813187,10.118495,2016-11-06 12:44:56,48.53335920541259
-0.11192893,-0.019153614,10.089765,2016-11-06 12:44:57,56.809020895118564
-0.12569559,-0.023343466,10.109517,2016-11-06 12:44:58,42.805621523074855
-0.109534726,-0.022146367,10.095152,2016-11-06 12:44:59,45.281206613739286
-0.108337626,-0.021547815,10.093356,2016-11-06 12:45:00,45.96639457887558
-0.09636662,-0.020350715,10.10413,2016-11-06 12:45:01,47.56280674205137
-0.11971009,-0.020949265,10.08737,2016-11-06 12:45:02,53.816028631602734
-0.10175357,-0.029927522,10.108319,2016-11-06 12:45:03,48.49635528251867
-0.10295067,-0.035314474,10.114903,2016-11-06 12:45:04,68.84182395342185
-0.110133275,-0.022146367,10.096349,2016-11-06 12:45:05,62.037693544800625
-0.09696517,-0.03172317,10.097546,2016-11-06 12:45:06,65.78519804110923
-0.12270284,-0.027533319,10.10413,2016-11-06 12:45:07,63.06272729698318
-0.11372458,-0.039504327,10.096947,2016-11-06 12:45:08,51.239517845033724
-0.093373865,-0.017357962,10.104729,2016-11-06 12:45:09,55.14985416606422
-0.10534488,-0.023942016,10.119094,2016-11-06 12:45:10,69.28740710380269
-0.108936176,-0.022744916,10.111911,2016-11-06 12:45:11,58.15336816989011
-0.10295067,-0.030526072,10.118495,2016-11-06 12:45:12,28.352346400502377
-0.107739076,-0.021547815,10.097546,2016-11-06 12:45:13,44.11752719838869
-0.107140526,-0.02873042,10.09994,2016-11-06 12:45:14,42.308761399774326
-0.110731825,-0.018555064,10.127473,2016-11-06 12:45:15,69.68608367705936
-0.11731588,-0.029927522,10.09994,2016-11-06 12:45:16,65.29113914568393
-0.1328782,-0.021547815,10.102334,2016-11-06 12:45:17,56.484034199606995
-0.107140526,-0.023343466,10.09156,2016-11-06 12:45:18,59.637072614921564
-0.110731825,-0.027533319,10.113108,2016-11-06 12:45:20,69.75745332332798
-0.10055647,-0.019752163,10.098145,2016-11-06 12:45:21,59.518528526117635
-0.09935937,-0.007182605,10.09156,2016-11-06 12:45:22,57.570131997887856
-0.110731825,-0.022146367,10.104729,2016-11-06 12:45:23,36.986210714431124
-0.09935937,-0.017357962,10.117298,2016-11-06 12:45:24,60.17150778674538
-0.09995792,-0.022146367,10.094553,2016-11-06 12:45:25,43.6831065652711
-0.11731588,-0.010175358,10.072407,2016-11-06 12:45:26,50.552006921185466
-0.1328782,-0.034715924,10.111312,2016-11-06 12:45:27,49.898317987412035
-0.12330139,-0.017956512,10.111312,2016-11-06 12:45:28,48.94906618611918
-0.09935937,-0.02932897,10.113707,2016-11-06 12:45:29,33.37299491406797
-0.094570965,-0.026934769,10.1226845,2016-11-06 12:45:30,35.11915931843625
-0.09935937,-0.038905777,10.1143055,2016-11-06 12:45:31,49.951637539710916
-0.11312603,-0.04070143,10.081984,2016-11-06 12:45:32,46.106649863397415
-0.11971009,-0.025139118,10.103531,2016-11-06 12:45:33,48.00359363884728
-0.08499416,-0.024540568,10.107721,2016-11-06 12:45:34,44.04131427957017
-0.09995792,-0.02813187,10.09575,2016-11-06 12:45:35,51.36175970851141
-0.108936176,-0.015562311,10.102334,2016-11-06 12:45:36,63.79906682639956
-0.11372458,-0.029927522,10.094553,2016-11-06 12:45:37,58.53369418346783
-0.11492168,-0.018555064,10.11251,2016-11-06 12:45:38,55.41399139753054
-0.11611878,-0.013766659,10.113108,2016-11-06 12:45:39,43.082092032540544
-0.11791443,-0.036511578,10.102334,2016-11-06 12:45:40,48.35702181582054
-0.09935937,-0.01316811,10.1382475,2016-11-06 12:45:41,32.566786673349085
-0.12330139,-0.017357962,10.104729,2016-11-06 12:45:42,45.33417055794574
-0.109534726,-0.002992752,10.13705,2016-11-06 12:45:43,49.920724570229105
-0.093972415,-0.030526072,10.0987425,2016-11-06 12:45:44,47.718832019574286
-0.108936176,-0.035314474,10.134057,2016-11-06 12:45:45,54.43376461410591
-0.10175357,-0.037708677,10.095152,2016-11-06 12:45:46,49.9651740451894
-0.12569559,-0.014963761,10.111312,2016-11-06 12:45:48,59.51563192178146
-0.08619126,-0.036511578,10.087969,2016-11-06 12:45:49,54.61341335772501
-0.12389994,-0.034715924,10.093356,2016-11-06 12:45:50,48.12692645564929
-0.09935937,-0.022744916,10.107122,2016-11-06 12:45:51,47.059902473034285
-0.107140526,-0.031124622,10.10413,2016-11-06 12:45:52,56.58766361762883
-0.093373865,-0.018555064,10.116699,2016-11-06 12:45:53,62.91873502873869
-0.11791443,-0.013766659,10.119094,2016-11-06 12:45:54,60.46862081779977
-0.110133275,-0.011372458,10.094553,2016-11-06 12:45:55,68.65484162459302
-0.14185645,-0.011971008,10.101137,2016-11-06 12:45:56,65.99205509187765
-0.11731588,-0.022146367,10.086173,2016-11-06 12:45:57,67.98410286448693
-0.10654198,-0.020949265,10.089166,2016-11-06 12:45:58,42.495340412463484
-0.11432313,-0.023343466,10.107122,2016-11-06 12:45:59,34.825631985999536
-0.09816227,-0.0047884034,10.139444,2016-11-06 12:46:00,69.18219355199061
-0.093972415,-0.023343466,10.093356,2016-11-06 12:46:01,38.3495985895538
-0.108936176,-0.038307227,10.10413,2016-11-06 12:46:02,42.850143829605784
-0.11133038,-0.017956512,10.096947,2016-11-06 12:46:03,39.01118470181716
-0.10235212,-0.027533319,10.109517,2016-11-06 12:46:04,41.54036716911765
