ACC_X,ACC_Y,ACC_Z,TIME,VOICE
0.9816227,6.4248405,7.2245035,2017-06-27 23:10:02,-Infinity
-0.033518825,6.38773,8.00621,2017-06-27 23:10:03,41.056281804586064
-1.271321,5.913678,8.161834,2017-06-27 23:10:04,30.804866894143657
-0.7697359,6.671443,6.9503675,2017-06-27 23:10:05,47.31011588661136
-1.0737995,6.727707,6.8162923,2017-06-27 23:10:06,54.766093089590086
-1.2138603,6.564901,7.117962,2017-06-27 23:10:07,57.43270804370727
7.586028,4.213795,4.569334,2017-06-27 23:10:08,38.7045767662061
6.465542,-1.8531121,9.740809,2017-06-27 23:10:09,51.572931528113216
7.177817,-0.12330139,6.4763155,2017-06-27 23:10:10,73.5189631999526
7.0102224,-0.39743748,6.56131,2017-06-27 23:10:11,54.271514786531114
7.0329676,-0.33399114,6.6534867,2017-06-27 23:10:12,57.76119596037966
6.921637,-0.5602432,6.564901,2017-06-27 23:10:13,32.348034919997254
6.981492,-0.56982,6.6786256,2017-06-27 23:10:14,35.54587072175327
7.004237,-0.62129533,6.6774287,2017-06-27 23:10:15,55.94033213239085
6.989872,-0.6596026,6.603208,2017-06-27 23:10:16,50.996282498827846
7.0006456,-0.60693014,6.6427126,2017-06-27 23:10:18,53.89002210687471
6.969521,-0.6500258,6.745663,2017-06-27 23:10:19,26.746755542053393
7.001843,-0.641646,6.659472,2017-06-27 23:10:20,48.00882355320098
6.9946604,-0.62249243,6.659472,2017-06-27 23:10:21,40.903770324968185
6.9731126,-0.6536171,6.623559,2017-06-27 23:10:22,27.603643599743613
6.9970546,-0.641646,6.634333,2017-06-27 23:10:23,47.84787473840449
6.9958572,-0.6572084,6.597223,2017-06-27 23:10:24,47.9427826999292
7.0006456,-0.6799533,6.63553,2017-06-27 23:10:25,57.422070312587
7.007828,-0.6536171,6.6427126,2017-06-27 23:10:26,27.502544036013266
7.0186024,-0.6548142,6.621165,2017-06-27 23:10:27,33.75100952566972
6.9982514,-0.6835446,6.599617,2017-06-27 23:10:28,55.77110406404912
7.03177,-0.6560113,6.637924,2017-06-27 23:10:29,43.434785086027375
7.013814,-0.6739678,6.6271505,2017-06-27 23:10:30,56.685192949757834
7.023391,-0.6607997,6.6486983,2017-06-27 23:10:31,38.49700610835156
7.0209966,-0.6631939,6.6283474,2017-06-27 23:10:32,26.722268180879173
6.999449,-0.6895301,6.647501,2017-06-27 23:10:33,30.885561466477995
7.088034,-0.62249243,6.600814,2017-06-27 23:10:34,27.649307576058494
7.0545154,-0.6536171,6.6415157,2017-06-27 23:10:35,27.773769735425372
6.999449,-0.6931214,6.64391,2017-06-27 23:10:36,42.99099161442762
7.041347,-0.6584055,6.5505357,2017-06-27 23:10:37,29.29118647802623
7.016208,-0.6667852,6.5684924,2017-06-27 23:10:38,52.97213789287709
7.0461354,-0.6847417,6.602011,2017-06-27 23:10:39,59.049193895872236
7.04015,-0.7026982,6.6283474,2017-06-27 23:10:40,45.620184186648835
6.9970546,-0.7398083,6.655881,2017-06-27 23:10:41,46.11040204014438
