ACC_X,ACC_Y,ACC_Z,LIGH_1,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TIME,VOICE
0.057373047,-0.023803711,10.027451,53.0,0.052829485,-0.023425875,9.80648,0.002632428,1.05854124E-4,0.0045337677,-0.0028731895,-6.53186E-4,-0.8015479,2017-02-16 10:47:53,35.60438325122484
0.050186157,-0.027374268,10.008072,69.0,0.050224435,-0.02370835,9.806493,-0.001980655,9.803157E-4,-0.001288414,-0.00280559,-6.303065E-4,-0.8008566,2017-02-16 10:47:54,41.52229609346552
0.043624878,-0.0113220215,9.999039,69.0,0.041696716,-0.012042335,9.806554,8.462891E-4,-2.97701E-4,-0.011169434,-0.002065654,-7.612937E-4,-0.8007694,2017-02-16 10:47:55,36.276240902748754
0.04232788,-0.016113281,9.994797,70.0,0.043451805,-0.016443266,9.8065405,-0.0029943548,-9.632036E-4,-0.0053720474,-0.0023041784,-6.648738E-4,-0.80080175,2017-02-16 10:47:56,38.634981413948026
0.047668457,-0.019989014,9.996689,69.0,0.046818793,-0.018112151,9.806521,-7.6539814E-5,-0.001518555,-0.003832817,-0.0024647063,-6.901214E-4,-0.8008165,2017-02-16 10:47:58,48.05571344583301
0.049041748,-0.015548706,9.992508,66.0,0.04860005,-0.018047757,9.806513,-3.7736818E-4,0.002211418,-8.029938E-4,-0.002535474,-7.4713E-4,-0.80081934,2017-02-16 10:47:59,41.725215207269
0.051605225,-0.024887085,9.982269,67.0,0.047182217,-0.01622026,9.806523,-0.0031619594,0.003911199,3.5953522E-4,-0.0025293545,-7.265801E-4,-0.80082035,2017-02-16 10:48:00,41.42252798692721
0.039978027,-0.0074310303,10.014069,66.0,0.042986773,-0.0132027045,9.806547,-0.00153156,0.0020706253,0.010677338,-0.0022548845,-7.379622E-4,-0.8007909,2017-02-16 10:48:01,36.150632070766726
0.047164917,-0.012466431,9.990112,66.0,0.046548266,-0.016241094,9.806526,0.0027853101,-0.0041553862,-0.007048607,-0.0024343678,-7.137517E-4,-0.80081147,2017-02-16 10:48:02,43.464463768452724
0.04814148,-0.024627686,9.968567,65.0,0.052405126,-0.02258361,9.806484,-0.0051715598,-0.0016528182,-0.007813454,-0.0028293864,-6.779461E-4,-0.80085534,2017-02-16 10:48:03,45.00565476830894
